"response_id","household_id","mode_sequence","initial_mode","final_mode","n_mode_switches","web_attempt_date","web_response","phone_attempt_date","phone_response","f2f_attempt_date","f2f_response","final_response_status","response_propensity_score","mode_preference_stated","device_type","completion_time_minutes","data_quality_score","item_nonresponse_rate","straightlining_detected","mode_effect_adjustment","cost_total","interviewer_id","paradata_available"
"MM00458","HH01493","Web only","Web","Web",1,2024-01-19,"Partial",NA,NA,NA,NA,"Partial",0.495185071733157,"Face-to-face","Mobile",30,106.074164945295,0.0156121892775475,0,1.12411252431668,2.65,NA,0
"MM00459","HH01393","Phone-F2F","Phone","Face-to-face",2,2024-01-27,"Partial",19760,"Partial",19778,"Complete","Complete",0.29140984269008,"Phone","Mobile",40,78.8443864928569,0.0780746049615603,0,0.86531791514602,27.48,"INT040",0
"MM00460","HH00101","F2F only","Face-to-face","Face-to-face",0,2024-01-19,"No response",NA,NA,19760,"Complete","Complete",0.44745536646506,"No preference","NA",45,80.268608808216,0.240008391845599,0,1.04624752410427,32.91,"INT043",1
"MM00461","HH00516","Web-F2F","Web","Face-to-face",1,2024-01-24,"No response",NA,NA,19768,"Refused","Refused",0.457327323124547,"Web","Desktop",31,76.2697446097119,0.10455872548546,0,1.11133243863897,45.78,"INT040",1
"MM00462","HH01036","F2F only","Face-to-face","Face-to-face",1,2024-01-07,"No response",NA,NA,19759,"Complete","Complete",0.705704232622494,"Web","Mobile",48,92.7426828019415,0.0391121729122486,0,0.97152853639694,40.81,"INT018",0
"MM00463","HH00574","Phone-F2F","Phone","Face-to-face",0,2024-01-15,"No response",19746,"Complete",19763,"Complete","Complete",0.403827829044449,"Phone","Desktop",30,77.4674372034663,0.0253702497384175,0,1.13669012570849,45.96,"INT013",1
"MM00464","HH01376","Web-F2F","Web","Face-to-face",1,2024-01-07,"No response",NA,NA,19755,"Partial","Partial",0.499966662929956,"Phone","NA",54,64.2210583321828,0.0334189575209599,0,1.04330161721699,40.99,"INT018",1
"MM00465","HH01371","Web-Phone","Web","Phone",0,2024-01-17,"No response",19760,"Partial",NA,NA,"Partial",0.444729300829033,"Face-to-face","Desktop",55,104.190430762204,0.153988022506268,0,0.903844229390236,11.99,"INT004",1
"MM00466","HH00738","Web-Phone","Web","Phone",3,2024-01-12,"No response",19744,"No response",NA,NA,"No response",0.329053907574762,"Web","NA",31,83.8187556884573,0.034632312243479,0,0.84510345456652,13.21,"INT009",1
"MM00467","HH00169","Web only","Web","Web",0,2024-01-18,"No response",NA,NA,NA,NA,"No response",0.27992296167706,"Phone","Desktop",22,75.9813709423272,0.0082199751839023,1,1.06133760564893,3.43,NA,1
"MM00468","HH00933","F2F only","Face-to-face","Face-to-face",1,2024-01-30,"No response",NA,NA,19779,"Complete","Complete",0.308877276964379,"Phone","Tablet",21,70.8575385582257,0.0375414194628011,0,1.02560839665982,25.12,"INT049",1
"MM00469","HH01111","F2F only","Face-to-face","Face-to-face",0,2024-01-16,"No response",NA,NA,19770,"Complete","Complete",0.444183848658893,"Phone","NA",29,68.8602870897822,0.0312820377725238,0,1.1622738237603,34.69,"INT048",0
"MM00470","HH00551","F2F only","Face-to-face","Face-to-face",2,2024-01-17,"Complete",NA,NA,19773,"Complete","Complete",0.465403199598617,"Phone","NA",56,58.6783330760092,0.0948075968954421,0,0.815655392666277,43.29,"INT038",0
"MM00471","HH00776","Phone-F2F","Phone","Face-to-face",1,2024-01-24,"No response",19765,"No response",19760,"Complete","Complete",0.52514672153847,"Phone","Tablet",42,91.2505824102167,0.139415017465816,0,0.797000073046791,36.94,"INT032",0
"MM00472","HH00299","Phone-F2F","Phone","Face-to-face",0,2024-01-17,"No response",19746,"Partial",19766,"Complete","Complete",0.667143736157937,"Phone","Mobile",31,53.2919804443648,0.0638165046255572,0,1.05176049830408,26.92,"INT005",1
"MM00473","HH01123","F2F only","Face-to-face","Face-to-face",0,2024-01-08,"No response",NA,NA,19752,"Complete","Complete",0.58417517575679,"Phone","Tablet",53,69.3013324334867,0.0831701401363288,0,0.91673425847504,35.21,"INT046",1
"MM00474","HH00611","Web-Phone","Web","Phone",0,2024-01-21,"Complete",19755,"Partial",NA,NA,"Partial",0.490414191900333,"Phone","Desktop",39,66.3217019393266,0.153810516516082,0,1.07757019203573,13.01,"INT005",1
"MM00475","HH01475","Phone-F2F","Phone","Face-to-face",0,2024-01-25,"Complete",19756,"Complete",19765,"Complete","Complete",0.59378981912551,"Face-to-face","Mobile",58,84.9662993422269,0.050676774537574,0,1.06130436249447,41.44,"INT029",1
"MM00476","HH01344","F2F only","Face-to-face","Face-to-face",0,2024-01-17,"Partial",NA,NA,19756,"Partial","Partial",0.513136372210763,"Face-to-face","Desktop",47,89.9106349971985,0.0611327936211407,0,0.910475217498185,38.33,"INT007",1
"MM00477","HH00846","Web-Phone","Web","Phone",0,2024-01-23,"No response",19760,"Complete",NA,NA,"Complete",0.770100810547347,"Web","Mobile",29,71.5091071332102,0.126413901063661,0,1.0187236261602,13.96,"INT012",1
"MM00478","HH01165","Web-F2F","Web","Face-to-face",0,2024-01-26,"Partial",NA,NA,19764,"Complete","Complete",0.262894445523838,"Web","Desktop",32,83.1830925623443,0.0604498797655265,0,0.944610007750975,37.45,"INT029",0
"MM00479","HH01161","Web only","Web","Web",1,2024-01-14,"Partial",NA,NA,NA,NA,"Partial",0.343230962708208,"Phone","Desktop",32,82.8675224203349,0.15256009241309,0,0.991709860271287,3.36,NA,1
"MM00480","HH01364","F2F only","Face-to-face","Face-to-face",0,2024-01-07,"Partial",NA,NA,19745,"Complete","Complete",0.538697788625834,"Phone","Mobile",35,73.3875619032306,0.204670922316163,0,1.00987706269163,31.77,"INT008",1
"MM00481","HH00179","Phone-F2F","Phone","Face-to-face",0,2024-01-09,"Partial",19752,"No response",19754,"Complete","Complete",0.615990997489371,"Face-to-face","Mobile",43,90.6246585367372,0.12557965327638,0,0.868414038578745,32.85,"INT040",1
"MM00482","HH00930","F2F only","Face-to-face","Face-to-face",0,2024-01-13,"Partial",NA,NA,19749,"Partial","Partial",0.0625099089352519,"Web","Mobile",55,78.077978475269,0.10957484380047,0,0.935524349639092,35.36,"INT044",0
"MM00483","HH00665","Web-F2F","Web","Face-to-face",1,2024-01-28,"Partial",NA,NA,19768,"Complete","Complete",0.527625475192965,"No preference","Desktop",32,68.4044706123362,0.0613688760394189,0,1.00493451207208,28.21,"INT040",0
"MM00484","HH00174","Web-F2F","Web","Face-to-face",0,2024-01-27,"No response",NA,NA,19780,"Partial","Partial",0.373179793363072,"Face-to-face","Desktop",53,80.1165164069913,0.110607314602833,0,1.00629111610779,27.26,"INT036",1
"MM00485","HH00106","F2F only","Face-to-face","Face-to-face",1,2024-01-27,"Complete",NA,NA,19766,"Complete","Complete",0.762332041606299,"Face-to-face","Desktop",47,42.4796913964344,0.0885414214124596,0,1.10772113324941,30.04,"INT009",1
"MM00486","HH00769","Web only","Web","Web",1,2024-01-10,"Complete",NA,NA,NA,NA,"Complete",0.300815760680121,"Phone","Desktop",33,73.6938704676946,0.12034520964877,0,1.0648092355724,4.5,NA,1
"MM00487","HH01253","Web-F2F","Web","Face-to-face",3,2024-01-31,"Complete",NA,NA,19782,"Refused","Refused",0.738504806975857,"Phone","NA",28,66.222042020951,0.0394435337677516,0,1.07583118515596,36.88,"INT021",1
"MM00488","HH00830","F2F only","Face-to-face","Face-to-face",0,2024-01-04,"No response",NA,NA,19745,"Complete","Complete",0.483250501812421,"Face-to-face","NA",35,83.6235004002036,0.0995033029704382,0,1.16408883664441,38.93,"INT041",0
"MM00489","HH01125","F2F only","Face-to-face","Face-to-face",0,2024-01-25,"No response",NA,NA,19780,"Partial","Partial",0.715602311989624,"No preference","Mobile",47,49.0967700446011,0.0808528343757872,0,1.09287525417284,37.38,"INT039",1
"MM00490","HH00087","F2F only","Face-to-face","Face-to-face",0,2024-01-08,"Complete",NA,NA,19749,"Partial","Partial",0.127296244993361,"Web","Tablet",49,59.6347453260988,0.0432098888170895,0,0.956296466025057,28.54,"INT035",1
"MM00491","HH00455","Phone-F2F","Phone","Face-to-face",1,2024-01-10,"No response",19739,"No response",19758,"Complete","Complete",0.624445901526094,"Web","Mobile",14,82.378028736963,0.00531634882839915,1,0.927576154095467,44.8,"INT004",1
"MM00492","HH01212","Web-Phone","Web","Phone",1,2024-01-10,"No response",19753,"Complete",NA,NA,"Complete",0.656485591149972,"No preference","Desktop",52,61.8565898078716,0.0578931912631946,0,1.0518843219248,11.99,"INT002",0
"MM00493","HH01125","Web only","Web","Web",1,2024-01-31,"No response",NA,NA,NA,NA,"No response",0.210487729212114,"Face-to-face","NA",30,51.3910639149298,0.0863103569784146,0,0.99287541022273,4.08,NA,0
"MM00494","HH01399","Web-F2F","Web","Face-to-face",2,2024-01-16,"No response",NA,NA,19771,"Complete","Complete",0.233277379586999,"Web","NA",33,67.9014556329602,0.0363323332041786,0,0.979830022491004,31.94,"INT009",1
"MM00495","HH00432","Phone-F2F","Phone","Face-to-face",0,2024-01-16,"Complete",19745,"Complete",19752,"Complete","Complete",0.404451439260104,"Phone","Mobile",61,89.7790029292175,0.0222168384102896,0,1.05781091138093,27.68,"INT037",1
"MM00496","HH00779","Web-Phone","Web","Phone",0,2024-01-21,"No response",19762,"Complete",NA,NA,"Complete",0.523768985600125,"Phone","Tablet",30,71.2243348536441,0.0813985663826875,0,1.12264146368699,12.96,"INT002",1
"MM00497","HH00080","Web-F2F","Web","Face-to-face",1,2024-01-15,"No response",NA,NA,19766,"Complete","Complete",0.339560200397383,"No preference","Mobile",60,62.4982384419928,0.0788500569865766,0,1.08928975886357,31.48,"INT001",1
"MM00498","HH00193","Phone-F2F","Phone","Face-to-face",0,2024-01-13,"No response",19748,"Partial",19765,"Refused","Refused",0.230356011078804,"No preference","NA",40,89.0087873515013,0.0612924139540729,0,1.08551234447094,42.85,"INT020",1
"MM00499","HH01056","F2F only","Face-to-face","Face-to-face",2,2024-01-14,"No response",NA,NA,19759,"Refused","Refused",0.234570628144121,"Face-to-face","NA",46,81.0985107448685,0.0753844734062047,1,1.115508039082,26.6,"INT037",0
"MM00500","HH00776","Web-F2F","Web","Face-to-face",1,2024-01-26,"Complete",NA,NA,19777,"Complete","Complete",0.382099494889853,"Face-to-face","Mobile",40,69.1362073428617,0.0210867208893613,0,0.933703826991446,25.1,"INT004",1
"MM00501","HH00685","Web-F2F","Web","Face-to-face",0,2024-01-02,"No response",NA,NA,19756,"Complete","Complete",0.56070451374176,"Face-to-face","Desktop",40,88.7797302071936,0.111727838448216,0,1.04373800752847,43.11,"INT041",1
"MM00502","HH00170","Web-Phone","Web","Phone",1,2024-01-02,"Complete",19745,"Partial",NA,NA,"Partial",0.318834393837893,"Face-to-face","Tablet",30,82.9067086899585,0.164897233010447,0,0.814885302398087,10.27,"INT043",1
"MM00503","HH00209","Phone-F2F","Phone","Face-to-face",0,2024-01-07,"Complete",19748,"No response",19763,"Complete","Complete",0.494134807868537,"Phone","Mobile",46,66.2594493198843,0.120068576125219,0,1.18238158719265,47.87,"INT026",0
"MM00504","HH00769","Phone-F2F","Phone","Face-to-face",3,2024-01-16,"Complete",19749,"Partial",19756,"Complete","Complete",0.337423777458256,"Face-to-face","Mobile",37,97.7731574694627,0.121460679366162,0,0.982811931473494,42.22,"INT049",0
"MM00505","HH00410","F2F only","Face-to-face","Face-to-face",0,2024-01-11,"No response",NA,NA,19756,"Complete","Complete",0.726551372257012,"Face-to-face","Mobile",54,45.8220472132078,0.330030847237992,0,0.792476986812289,31.28,"INT012",1
"MM00506","HH01031","Phone-F2F","Phone","Face-to-face",0,2024-01-30,"No response",19760,"No response",19779,"Refused","Refused",0.388284497515933,"Phone","Mobile",24,85.3378269243028,0.26821603707168,0,0.84263340695444,29.46,"INT024",1
"MM00507","HH00138","Web only","Web","Web",1,2024-01-24,"No response",NA,NA,NA,NA,"No response",0.459429228734053,"Web","NA",12,47.2035486689135,0.101243178121037,0,0.929777267960203,2.63,NA,0
"MM00508","HH01170","Web-F2F","Web","Face-to-face",1,2024-01-24,"Partial",NA,NA,19765,"Complete","Complete",0.514457047690712,"Phone","NA",63,42.8495937018365,0.060004201032101,0,0.77774930254749,45.15,"INT034",1
"MM00509","HH01318","Phone-F2F","Phone","Face-to-face",0,2024-01-06,"No response",19744,"No response",19757,"Complete","Complete",0.144809704604847,"No preference","Mobile",54,73.6439222027975,0.0408353131127306,0,1.0062066486906,48.56,"INT003",1
"MM00510","HH00598","Web-Phone","Web","Phone",1,2024-01-24,"No response",19766,"Partial",NA,NA,"Partial",0.610515542697035,"Phone","NA",35,46.368446847174,0.0869908133942477,0,1.01657491489349,14.42,"INT040",1
"MM00511","HH01202","Web-F2F","Web","Face-to-face",2,2024-01-17,"Complete",NA,NA,19759,"Complete","Complete",0.198930475310112,"Face-to-face","Desktop",48,58.3579209365811,0.123491249628753,0,0.862900405776693,47.15,"INT044",1
"MM00512","HH01036","Web-F2F","Web","Face-to-face",1,2024-01-12,"Complete",NA,NA,19750,"Refused","Refused",0.688747083286511,"No preference","NA",37,76.1089182442341,0.0340644072573942,0,0.974456638612988,28.04,"INT003",1
"MM00513","HH01229","Web-F2F","Web","Face-to-face",0,2024-01-04,"No response",NA,NA,19760,"Complete","Complete",0.236521538921922,"Web","Desktop",43,78.2094481580583,0.122162842278245,0,1.02692188163309,41.05,"INT007",1
"MM00514","HH00019","F2F only","Face-to-face","Face-to-face",0,2024-01-16,"Complete",NA,NA,19766,"Partial","Partial",0.751883892809749,"Web","Tablet",48,50.3588504935221,0.217795601445155,0,1.01019902731963,25.86,"INT023",1
"MM00515","HH00123","Web-Phone","Web","Phone",0,2024-01-27,"No response",19756,"Complete",NA,NA,"Complete",0.549097493148633,"Face-to-face","Mobile",36,77.4036321037968,0.116449891816307,0,1.12018251514152,9.42,"INT026",0
"MM00516","HH01283","Web only","Web","Web",1,2024-01-12,"Complete",NA,NA,NA,NA,"Complete",0.35066441148311,"No preference","Mobile",21,90.9704837688103,0.0548860540829593,0,0.996933603143864,4.56,NA,1
"MM00517","HH00401","Web only","Web","Web",1,2024-01-02,"Complete",NA,NA,NA,NA,"Complete",0.455004711317454,"No preference","Mobile",22,86.7234496130477,0.173188953946429,0,1.14924053467436,3.81,NA,1
"MM00518","HH00839","Web-F2F","Web","Face-to-face",1,2024-01-26,"No response",NA,NA,19777,"Refused","Refused",0.733543374191014,"Face-to-face","Mobile",41,59.3840525155992,0.10633728048749,0,1.10111332005324,34.34,"INT011",0
"MM00519","HH01053","Web-F2F","Web","Face-to-face",0,2024-01-20,"No response",NA,NA,19775,"Complete","Complete",0.469499673089427,"No preference","Mobile",70,71.8610678377355,0.102774864515825,0,0.862582998454948,29.02,"INT048",0
"MM00520","HH00661","F2F only","Face-to-face","Face-to-face",0,2024-01-01,"No response",NA,NA,19754,"Complete","Complete",0.312868868568657,"No preference","NA",37,80.7861256304028,0.0384594500367962,0,0.920735531358535,45.04,"INT033",1
"MM00521","HH00747","Web-F2F","Web","Face-to-face",1,2024-01-25,"No response",NA,NA,19761,"Complete","Complete",0.578022353819616,"Phone","NA",55,78.0231282663748,0.241758869937917,0,0.894455711528148,38.73,"INT004",1
"MM00522","HH00993","Web-Phone","Web","Phone",0,2024-01-13,"Complete",19748,"Complete",NA,NA,"Complete",0.498374299301596,"Face-to-face","Mobile",37,37.1427517177651,0.0635933306466138,0,1.00400656222392,9.54,"INT018",1
"MM00523","HH00910","Web only","Web","Web",2,2024-01-29,"Complete",NA,NA,NA,NA,"Complete",0.201834183495685,"Face-to-face","Mobile",17,60.5752516600213,0.16064625520661,0,0.974202189026382,3.24,NA,1
"MM00524","HH00862","Web-F2F","Web","Face-to-face",2,2024-01-14,"No response",NA,NA,19763,"Complete","Complete",0.531100612839597,"Web","Mobile",48,58.5664663236776,0.130268156276347,0,1.05931114480281,34.11,"INT038",0
"MM00525","HH00129","Web-F2F","Web","Face-to-face",0,2024-01-16,"Complete",NA,NA,19770,"Partial","Partial",0.574425852850213,"Web","Desktop",40,87.331877287267,0.0722204515030165,0,0.778571131754378,43.06,"INT045",0
"MM00526","HH00152","Web-Phone","Web","Phone",0,2024-01-09,"No response",19740,"Complete",NA,NA,"Complete",0.301258258897526,"No preference","Desktop",39,43.8193745161915,0.262792025378216,0,0.914132414050642,14.72,"INT006",0
"MM00527","HH00138","Phone-F2F","Phone","Face-to-face",1,2024-01-18,"Complete",19753,"Complete",19755,"Complete","Complete",0.132917583048768,"Phone","Desktop",51,113.595443364907,0.0410730977877492,0,0.997604770713646,48.3,"INT039",1
"MM00528","HH01319","Web only","Web","Web",0,2024-01-28,"No response",NA,NA,NA,NA,"No response",0.506821780373823,"No preference","Desktop",20,82.5778026262969,0.0726660189868928,0,1.1455369351546,4.99,NA,1
"MM00529","HH00075","Phone-F2F","Phone","Face-to-face",1,2024-01-17,"Complete",19754,"No response",19768,"Complete","Complete",0.568567982430794,"Web","Desktop",44,59.5993467348597,0.0964423553004874,0,1.05616811487551,32.93,"INT034",1
"MM00530","HH00583","Phone-F2F","Phone","Face-to-face",0,2024-01-04,"No response",19739,"No response",19759,"Refused","Refused",0.684099190335377,"No preference","Mobile",66,80.5910988707054,0.0779268522336127,0,1.16286922330663,46.87,"INT029",1
"MM00531","HH00323","Web-Phone","Web","Phone",0,2024-01-29,"Partial",19761,"No response",NA,NA,"No response",0.526768807633011,"Phone","Mobile",26,64.1484102558136,0.03057796783338,0,1.05720344112196,14.67,"INT011",1
"MM00532","HH00811","Web only","Web","Web",0,2024-01-14,"No response",NA,NA,NA,NA,"No response",0.326261012701633,"No preference","Mobile",30,121.679606461252,0.0865522624055051,0,0.9702903263473,2.74,NA,1
"MM00533","HH01115","Web-Phone","Web","Phone",0,2024-01-18,"No response",19747,"Partial",NA,NA,"Partial",0.170034722559201,"Face-to-face","Desktop",16,62.4720479747293,0.201145560257897,0,1.09804054180452,13.92,"INT002",1
"MM00534","HH00367","F2F only","Face-to-face","Face-to-face",0,2024-01-10,"No response",NA,NA,19751,"Complete","Complete",0.520812789335534,"Web","NA",58,79.3280934182973,0.139540416172574,0,1.06683403530853,48.15,"INT005",0
"MM00535","HH00365","Web-F2F","Web","Face-to-face",1,2024-01-28,"No response",NA,NA,19774,"Refused","Refused",0.673026785500313,"Phone","Tablet",41,50.6240774719329,0.0811490697395476,0,0.940574678390024,29.51,"INT019",1
"MM00536","HH00564","F2F only","Face-to-face","Face-to-face",1,2024-01-02,"No response",NA,NA,19745,"Complete","Complete",0.77837031516123,"No preference","Mobile",54,89.7011369606278,0.375882742358793,0,1.00273321838373,44.12,"INT048",1
"MM00537","HH00843","F2F only","Face-to-face","Face-to-face",1,2024-01-03,"No response",NA,NA,19745,"Complete","Complete",0.578611461103237,"Web","Tablet",55,69.0841128625273,0.0298026905773437,0,0.888411258435231,29.85,"INT031",1
"MM00538","HH01292","F2F only","Face-to-face","Face-to-face",2,2024-01-02,"No response",NA,NA,19741,"Complete","Complete",0.170268624705661,"Web","NA",80,67.244479338273,0.0112874563572762,0,0.92121525921874,40.55,"INT011",1
"MM00539","HH01485","Web-Phone","Web","Phone",0,2024-01-31,"No response",19761,"No response",NA,NA,"No response",0.409907419678553,"Phone","Mobile",36,76.1696706449764,0.171234302908871,0,0.90817955672954,14.12,"INT011",0
"MM00540","HH01284","Web only","Web","Web",0,2024-01-17,"No response",NA,NA,NA,NA,"No response",0.705515104284165,"Phone","Desktop",32,75.0468264749907,0.0737862141628931,0,1.06140767293495,4.89,NA,0
"MM00541","HH00770","F2F only","Face-to-face","Face-to-face",0,2024-01-04,"No response",NA,NA,19745,"Complete","Complete",0.681466479178056,"No preference","Tablet",47,73.7576450482626,0.0482658837133889,0,1.02590610926915,39.42,"INT001",1
"MM00542","HH00846","F2F only","Face-to-face","Face-to-face",1,2024-01-26,"Complete",NA,NA,19781,"Partial","Partial",0.1706869848205,"No preference","Desktop",29,76.4607864671375,0.0142183442003474,0,0.887604117886364,49.79,"INT020",1
"MM00543","HH00606","Web-Phone","Web","Phone",1,2024-01-30,"Complete",19763,"Complete",NA,NA,"Complete",0.637822766494637,"No preference","NA",42,81.4835920584368,0.101542020087329,0,0.982308857203322,14.66,"INT048",1
"MM00544","HH00559","Web-Phone","Web","Phone",0,2024-01-01,"No response",19732,"No response",NA,NA,"No response",0.646833982385746,"Phone","Mobile",27,55.6506115086595,0.0840766312182611,0,0.997202618308451,13.39,"INT004",1
"MM00545","HH00804","Web only","Web","Web",1,2024-01-18,"Partial",NA,NA,NA,NA,"Partial",0.408721589312345,"Face-to-face","Mobile",19,46.7348589958158,0.104984277970644,0,1.15531292042999,2.6,NA,1
"MM00546","HH00734","F2F only","Face-to-face","Face-to-face",0,2024-01-01,"Complete",NA,NA,19744,"Refused","Refused",0.185848893626105,"Phone","Mobile",49,82.656370378558,0.103692491254219,0,1.13599391032439,30.13,"INT036",1
"MM00547","HH00453","Web-F2F","Web","Face-to-face",1,2024-01-12,"No response",NA,NA,19765,"Complete","Complete",0.520840824789677,"Face-to-face","Mobile",32,99.1193850961086,0.139685254714891,0,1.02021780084356,44.39,"INT041",0
"MM00548","HH00941","F2F only","Face-to-face","Face-to-face",0,2024-01-19,"No response",NA,NA,19773,"Complete","Complete",0.415414023815959,"No preference","Mobile",35,81.2134401748041,0.0314886468964352,0,0.973447393642475,40.44,"INT043",1
"MM00549","HH00651","Web-F2F","Web","Face-to-face",1,2024-01-03,"No response",NA,NA,19755,"Refused","Refused",0.503510331326614,"Phone","Mobile",43,55.497989291799,0.0596962217748875,1,0.914497713430295,46.51,"INT005",0
"MM00550","HH00330","Web-Phone","Web","Phone",0,2024-01-17,"Partial",19757,"Complete",NA,NA,"Complete",0.099862398735769,"Web","Mobile",25,58.6417817862137,0.349751342548775,0,0.964346370428887,11.57,"INT011",1
"MM00551","HH00101","Web-F2F","Web","Face-to-face",1,2024-01-01,"Complete",NA,NA,19748,"Complete","Complete",0.582489502777268,"No preference","Mobile",48,71.7612120899597,0.063703465715233,1,1.05423027604605,38.62,"INT019",1
"MM00552","HH01223","Web-F2F","Web","Face-to-face",1,2024-01-07,"No response",NA,NA,19751,"Complete","Complete",0.474921679895182,"Face-to-face","Tablet",50,63.7251124016392,0.124414667309823,0,0.929160310496041,34.36,"INT016",1
"MM00553","HH00792","Phone-F2F","Phone","Face-to-face",2,2024-01-02,"No response",19737,"No response",19738,"Complete","Complete",0.544683710226514,"Face-to-face","NA",51,63.839175079663,0.0540234889971027,0,0.844362258007442,30.9,"INT024",0
"MM00554","HH00099","Web-F2F","Web","Face-to-face",1,2024-01-09,"No response",NA,NA,19763,"Complete","Complete",0.585001245209303,"No preference","Desktop",23,76.7400286717263,0.196064154429118,0,0.843108466371309,48.43,"INT046",0
"MM00555","HH01429","Phone-F2F","Phone","Face-to-face",0,2024-01-24,"No response",19753,"Complete",19779,"Complete","Complete",0.122017292619654,"Face-to-face","NA",65,58.5873626878162,0.113590298261093,0,1.24349959641376,30.71,"INT036",1
"MM00556","HH00548","Web-Phone","Web","Phone",1,2024-01-08,"No response",19743,"No response",NA,NA,"No response",0.157660801497486,"Web","Mobile",58,66.9784849645049,0.12366032783476,0,0.947924353928688,8.68,"INT047",1
"MM00557","HH00226","F2F only","Face-to-face","Face-to-face",1,2024-01-21,"Partial",NA,NA,19757,"Complete","Complete",0.229788173902152,"No preference","Mobile",39,64.821848342733,0.112731234299715,0,0.911963917603159,36.08,"INT019",1
"MM00558","HH00614","Web-Phone","Web","Phone",1,2024-01-28,"Complete",19762,"Partial",NA,NA,"Partial",0.228124990088989,"Phone","Mobile",35,109.237157703038,0.0974129736937454,0,0.929601632408196,13.33,"INT031",0
"MM00559","HH00579","Web-Phone","Web","Phone",0,2024-01-22,"Partial",19756,"Partial",NA,NA,"Partial",0.220723197190133,"No preference","Desktop",41,89.2340264606646,0.10622715306309,0,0.881111762641477,8.32,"INT010",0
"MM00560","HH01386","F2F only","Face-to-face","Face-to-face",0,2024-01-07,"Partial",NA,NA,19745,"Partial","Partial",0.204334804330561,"Face-to-face","Tablet",23,57.1543855617655,0.0539446577856004,0,1.08724059971523,37.27,"INT015",1
"MM00561","HH00978","Web-F2F","Web","Face-to-face",1,2024-01-11,"Complete",NA,NA,19764,"Complete","Complete",0.304660245570587,"Web","Mobile",35,89.4075225174671,0.0558163730015155,0,1.03218160134545,38.43,"INT040",1
"MM00562","HH01385","Phone-F2F","Phone","Face-to-face",0,2024-01-30,"No response",19764,"No response",19768,"Complete","Complete",0.471419116425501,"Phone","Mobile",33,45.517116626099,0.0682919296366221,0,0.990536278802294,47.13,"INT046",1
"MM00563","HH00322","Phone-F2F","Phone","Face-to-face",0,2024-01-14,"Partial",19750,"No response",19769,"Complete","Complete",0.474580592566102,"Web","Desktop",38,70.9547638344255,0.131866666766171,0,1.21999152140805,30.19,"INT031",1
"MM00564","HH00524","Web-Phone","Web","Phone",1,2024-01-01,"No response",19733,"No response",NA,NA,"No response",0.367776550419363,"Face-to-face","Desktop",38,90.3674981014597,0.128089260078018,0,0.909406610913709,10.9,"INT036",1
"MM00565","HH00056","Web-Phone","Web","Phone",1,2024-01-31,"No response",19766,"Complete",NA,NA,"Complete",0.67765672887879,"Phone","Desktop",27,83.0019218671154,0.104558067295309,0,0.955167971463857,14.08,"INT028",1
"MM00566","HH00957","Web-F2F","Web","Face-to-face",0,2024-01-01,"No response",NA,NA,19742,"Complete","Complete",0.342377531687493,"Face-to-face","Desktop",65,69.6129540080483,0.118136161536353,0,1.01538429206048,48.08,"INT038",1
"MM00567","HH01480","Phone-F2F","Phone","Face-to-face",0,2024-01-19,"Partial",19753,"No response",19768,"Partial","Partial",0.140552731802082,"Phone","NA",35,79.8860624414041,0.197192481656142,0,0.877033003789605,38.61,"INT028",0
"MM00568","HH00187","Phone-F2F","Phone","Face-to-face",1,2024-01-09,"No response",19746,"Complete",19752,"Complete","Complete",0.289799844592148,"Face-to-face","NA",27,93.9845105386055,0.20487094825592,0,1.14723837904,40.3,"INT046",1
"MM00569","HH00922","Web-Phone","Web","Phone",0,2024-01-24,"No response",19764,"Complete",NA,NA,"Complete",0.151903632216065,"No preference","Mobile",23,88.8224206398358,0.0616902631505492,0,0.872672844186978,9.41,"INT041",0
"MM00570","HH00208","F2F only","Face-to-face","Face-to-face",0,2024-01-13,"Complete",NA,NA,19767,"Complete","Complete",0.310121963992028,"Face-to-face","Mobile",51,64.8612184269612,0.0170378067291353,0,0.992748721077902,31.52,"INT027",1
"MM00571","HH00022","Web-F2F","Web","Face-to-face",0,2024-01-29,"Complete",NA,NA,19786,"Complete","Complete",0.347892036679245,"No preference","NA",70,85.7652936944225,0.151702536494679,0,0.889292002949855,46.09,"INT036",1
"MM00572","HH00196","Web-F2F","Web","Face-to-face",1,2024-01-10,"No response",NA,NA,19767,"Complete","Complete",0.661391375213989,"Face-to-face","NA",32,66.219069200465,0.0283551319435051,0,0.818168004171791,25.36,"INT020",1
"MM00573","HH00425","F2F only","Face-to-face","Face-to-face",0,2024-01-23,"No response",NA,NA,19773,"Complete","Complete",0.337645478643221,"Web","Desktop",35,69.0196941356562,0.0557859118374671,0,0.940016538046967,45.89,"INT017",1
"MM00574","HH00026","Web only","Web","Web",1,2024-01-20,"No response",NA,NA,NA,NA,"No response",0.493796089573039,"Face-to-face","Mobile",19,72.2020088212141,0.0397713300003602,0,1.05944998381883,3.04,NA,1
"MM00575","HH01341","F2F only","Face-to-face","Face-to-face",1,2024-01-18,"Partial",NA,NA,19755,"Complete","Complete",0.618736718468142,"Web","Mobile",56,86.1111340386093,0.0939733322218179,0,0.978396949958951,27.39,"INT028",1
