"household_id","ea_id","country","stratum","urban_rural","province_code","district_code","interview_date","household_size","dwelling_type","tenure_status","wall_material","roof_material","water_source","electricity","toilet_type","cooking_fuel","n_rooms","n_bedrooms","has_radio","has_tv","has_fridge","has_bicycle","has_motorcycle","has_car","has_computer","has_internet","monthly_income","monthly_expenditure","receives_grants","agricultural_hh","livestock_owned","interview_mode","interview_duration_min","respondent_age","respondent_gender","interview_language","interview_result","psu_weight","hh_weight","final_weight","quality_check","data_entry_date"
"HH00036_016","EA00810","Angola","Angola_Rural","Rural","P5","D13",2024-05-16,3,"Flat","Free","Mud","Thatch","Borehole","Grid","VIP","Wood",4,2,1,1,1,0,0,0,0,1,994,620,1,0,1,"Face-to-face",45,60,"Male","English","Complete",4535.75213675214,4279.07866344758,4460.06688486228,0,2024-03-29
"HH00036_017","EA00810","Angola","Angola_Rural","Rural","P5","D13",2024-05-12,7,"House","Owned","Brick","Iron","Well","Grid","Pit","Gas",3,2,1,1,0,0,0,0,0,1,9033,7072,1,1,0,"Face-to-face",52,45,"Male","English","Partial",4535.75213675214,5350.96951671884,5577.29451138368,0,2024-02-05
"HH00037_001","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-03-02,5,"House","Rented","Wood","Other","Borehole","Grid","Flush","Electricity",3,2,0,0,1,0,0,0,0,1,1982,1468,0,1,0,"Face-to-face",43,38,"Female","English","Complete",4349.86065573771,4487.90091084128,4677.72149317293,1,2024-02-27
"HH00037_002","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-02-24,5,"Shack","Owned","Mud","Iron","Well","None","Pit","Wood",5,0,1,1,0,0,0,0,1,0,3443,2738,0,0,0,"Face-to-face",49,57,"Female","English","Complete",4349.86065573771,5161.24708264171,5379.54756347852,0,2024-07-12
"HH00037_003","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-07-07,7,"House","Owned","Mud","Tile","Well","Grid","Flush","Charcoal",5,1,1,1,0,1,0,1,0,1,1544,1408,1,1,0,"Face-to-face",60,35,"Female","English","Complete",4349.86065573771,3577.45493488108,3728.76722819931,0,2024-03-13
"HH00037_004","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2023-12-19,7,"Shack","Other","Brick","Iron","Well","Grid","None","Electricity",3,3,1,1,0,0,0,0,0,0,746,601,0,0,1,"Face-to-face",48,56,"Male","Portuguese","Complete",4349.86065573771,4914.79292296194,5122.66936079114,0,2024-03-23
"HH00037_005","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-02-12,9,"House","Owned","Mud","Iron","Well","Grid","Pit","Paraffin",3,1,1,0,0,0,0,0,0,0,459,349,0,1,1,"Face-to-face",49,26,"Female","Portuguese","Complete",4349.86065573771,3900.02561654043,4064.98138279894,0,2024-05-08
"HH00037_006","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2023-12-31,2,"Other","Owned","Wood","Iron","River","Generator","Pit","Paraffin",2,4,1,1,0,1,0,0,0,0,1206,885,0,0,0,"Face-to-face",43,39,"Female","English","Complete",4349.86065573771,5057.87523018204,5271.80348765198,0,2024-07-01
"HH00037_007","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-01-01,5,"Flat","Rented","Brick","Thatch","Well","Generator","Flush","Electricity",1,2,1,1,1,0,0,0,0,0,983,750,0,0,0,"Face-to-face",18,57,"Female","English","Complete",4349.86065573771,4030.08606230215,4200.54287460496,0,2024-06-14
"HH00037_008","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-05-10,3,"House","Rented","Brick","Iron","Piped","Grid","Pit","Other",4,2,0,0,0,0,0,0,1,1,5000,4404,0,1,0,"Face-to-face",51,54,"Female","English","Complete",4349.86065573771,4244.97411213102,4424.5198449704,0,2024-03-21
"HH00037_009","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-06-18,4,"Other","Owned","Mud","Concrete","Well","Generator","VIP","Electricity",2,1,1,1,0,1,1,1,0,0,1252,895,1,1,0,"Face-to-face",42,51,"Male","English","Partial",4349.86065573771,4336.60774655702,4520.02922224221,0,2024-04-23
"HH00037_010","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-06-28,3,"Shack","Free","Mud","Tile","Well","Grid","None","Gas",3,3,0,0,0,0,0,0,0,1,2416,2171,1,0,0,"Face-to-face",49,52,"Female","Local","Complete",4349.86065573771,3549.14704070246,3699.26202127598,0,2024-07-19
"HH00037_011","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-01-15,5,"Flat","Owned","Wood","Iron","Piped","Grid","Flush","Electricity",4,4,1,1,0,1,0,0,0,1,13592,12824,0,1,0,"Face-to-face",33,53,"Female","English","Complete",4349.86065573771,4178.1225264394,4354.84069976312,0,2024-05-10
"HH00037_012","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-03-23,7,"House","Owned","Brick","Thatch","River","Grid","Pit","Wood",2,3,1,1,1,1,0,0,0,0,14602,10073,0,1,1,"Face-to-face",46,53,"Male","Local","Complete",4349.86065573771,4761.19677765341,4962.57670178377,0,2024-07-09
"HH00037_013","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-01-06,5,"Traditional","Owned","Other","Thatch","Piped","Grid","None","Wood",3,1,1,1,0,0,0,0,0,0,1274,835,0,0,0,"Face-to-face",43,18,"Female","French","Complete",4349.86065573771,5184.79745211666,5404.09402108836,0,2024-03-24
"HH00037_014","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-01-21,2,"House","Free","Wood","Tile","Well","None","None","Charcoal",3,2,1,0,0,0,0,0,0,0,1223,923,1,0,1,"Face-to-face",41,67,"Female","English","Complete",4349.86065573771,4819.92082938237,5023.78455026259,0,2024-07-19
"HH00037_015","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-02-27,6,"Flat","Other","Other","Tile","Borehole","None","Flush","Wood",2,2,0,0,0,1,0,0,0,0,805,681,0,1,1,"Face-to-face",53,43,"Male","English","Complete",4349.86065573771,5019.95330630767,5232.27761533579,0,2024-07-04
"HH00037_016","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-07-13,5,"Flat","Other","Wood","Iron","Borehole","Grid","Pit","Paraffin",5,2,0,0,0,0,1,0,0,0,6348,NA,1,1,1,"Face-to-face",43,48,"Male","English","Complete",4349.86065573771,4336.5804245653,4520.00074463755,0,2024-04-19
"HH00037_017","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2024-02-22,4,"House","Rented","Iron","Iron","Piped","Grid","Other","Gas",5,2,1,1,0,0,1,0,0,0,1513,1356,0,0,1,"Face-to-face",17,31,"Female","French","Partial",4349.86065573771,5006.03405052107,5217.76962969719,0,2024-06-30
"HH00037_018","EA03996","Lesotho","Lesotho_Rural","Rural","P6","D9",2023-12-20,7,"House","Owned","Mud","Tile","Other","Grid","Pit","Paraffin",4,0,1,0,0,1,0,0,0,0,667,511,0,0,1,"Face-to-face",70,19,"Male","English","Complete",4349.86065573771,4734.38222884738,4934.62800287718,0,2024-02-04
"HH00038_001","EA01174","Botswana","Botswana_Rural","Rural","P5","D4",2024-07-06,1,"House","Owned","Brick","Iron","Piped","Solar","Flush","Wood",5,1,1,0,0,0,0,0,1,1,661,550,0,1,1,"Face-to-face",25,55,"Female","Local","Complete",6099.80459770115,7272.13910678819,7579.72202973391,1,2024-07-11
"HH00038_002","EA01174","Botswana","Botswana_Rural","Rural","P5","D4",2024-06-28,3,"Flat","Owned","Wood","Tile","Well","None","Pit","Paraffin",4,3,1,1,0,1,0,0,0,0,946,785,0,1,1,"Face-to-face",55,67,"Male","English","Complete",6099.80459770115,5130.6585026569,5347.66520669677,0,2024-05-17
"HH00038_003","EA01174","Botswana","Botswana_Rural","Rural","P5","D4",2024-06-09,2,"Shack","Owned","Brick","Other","Well","None","Flush","Electricity",4,3,1,0,0,0,0,0,0,0,723,581,0,1,0,"Face-to-face",55,46,"Male","Local","Complete",6099.80459770115,5717.48079371698,5959.30777592857,0,2024-07-13
"HH00038_004","EA01174","Botswana","Botswana_Rural","Rural","P5","D4",2024-07-07,6,"House","Other","Brick","Iron","Piped","Grid","Flush","Charcoal",3,2,0,0,0,1,0,0,0,0,7275,5044,0,0,1,"Face-to-face",41,46,"Female","French","Not Home",6099.80459770115,6108.61408126006,0,0,2024-07-27
"HH00038_005","EA01174","Botswana","Botswana_Rural","Rural","P5","D4",2024-07-04,7,"House","Rented","Iron","Iron","Borehole","Solar","Pit","Wood",3,3,0,0,1,0,0,0,1,0,1107,NA,0,1,1,"Face-to-face",31,60,"Female","Portuguese","Complete",6099.80459770115,5995.26864711639,6248.84496451708,1,2024-05-09
"HH00038_006","EA01174","Botswana","Botswana_Rural","Rural","P5","D4",2024-03-26,3,"House","Owned","Mud","Thatch","Borehole","None","VIP","Wood",4,1,1,0,0,1,0,0,0,0,2507,1969,1,0,1,"Telephone",70,24,"Female","English","Complete",6099.80459770115,6434.14680180557,6706.28594145898,0,2024-06-05
"HH00038_007","EA01174","Botswana","Botswana_Rural","Rural","P5","D4",2024-04-15,5,"Traditional","Free","Brick","Tile","Piped","Grid","VIP","Gas",4,0,1,0,0,0,0,0,0,0,2066,1917,1,0,1,"Face-to-face",45,43,"Male","English","Refused",6099.80459770115,4906.75765482535,0,0,2024-06-19
"HH00038_008","EA01174","Botswana","Botswana_Rural","Rural","P5","D4",2024-03-16,5,"House","Rented","Iron","Tile","Well","Generator","None","Paraffin",3,2,1,1,0,0,0,0,0,0,202,173,0,1,1,"Face-to-face",69,55,"Female","Portuguese","Complete",6099.80459770115,5052.4791139805,5266.17913692832,0,2024-03-09
"HH00038_009","EA01174","Botswana","Botswana_Rural","Rural","P5","D4",2024-03-20,9,"Shack","Owned","Mud","Concrete","Borehole","None","Flush","Gas",4,3,1,1,1,0,0,0,0,1,2951,2202,0,0,0,"Face-to-face",34,58,"Male","English","Complete",6099.80459770115,7118.10926932283,7419.1773350948,0,2024-07-29
"HH00038_010","EA01174","Botswana","Botswana_Rural","Rural","P5","D4",2024-01-21,2,"Traditional","Owned","Iron","Iron","Other","Grid","VIP","Paraffin",6,1,1,1,1,0,0,0,0,0,781,521,0,0,0,"Face-to-face",50,22,"Male","Portuguese","Complete",6099.80459770115,6045.92417400748,6301.64302124647,0,2024-02-16
"HH00038_011","EA01174","Botswana","Botswana_Rural","Rural","P5","D4",2024-02-09,3,"House","Free","Mud","Iron","Piped","Grid","VIP","Wood",4,2,1,1,1,1,0,0,1,0,551,441,0,1,0,"Face-to-face",63,33,"Male","English","Not Home",6099.80459770115,5311.40015962781,0,0,2024-03-13
"HH00038_012","EA01174","Botswana","Botswana_Rural","Rural","P5","D4",2024-01-04,6,"House","Free","Brick","Iron","Well","Grid","Flush","Wood",3,2,1,0,0,0,0,0,0,1,971,763,0,0,0,"Telephone",29,68,"Male","Portuguese","Complete",6099.80459770115,6844.68561322148,7134.1889322097,0,2024-05-06
"HH00039_001","EA04333","Lesotho","Lesotho_Rural","Rural","P5","D15",2024-04-12,3,"Other","Rented","Wood","Thatch","River","None","Flush","Gas",5,1,1,1,0,1,0,0,0,0,1033,876,0,0,0,"Face-to-face",24,63,"Female","French","Complete",6030.48863636364,5167.43797876351,5386.00031019157,0,2024-07-02
"HH00039_002","EA04333","Lesotho","Lesotho_Rural","Rural","P5","D15",2024-02-27,5,"Flat","Owned","Mud","Thatch","Piped","Grid","Flush","Gas",4,1,0,0,1,1,0,0,1,0,283,223,0,0,1,"Web",45,57,"Female","Local","Complete",6030.48863636364,6215.85410560597,6478.76032155306,0,2024-04-09
"HH00039_003","EA04333","Lesotho","Lesotho_Rural","Rural","P5","D15",2024-01-20,6,"House","Owned","Brick","Iron","Piped","Grid","None","Wood",2,1,1,1,0,1,0,1,0,0,3621,2586,1,0,0,"Face-to-face",40,36,"Female","English","Complete",6030.48863636364,6375.06318666278,6644.7033214461,0,2024-06-02
"HH00039_004","EA04333","Lesotho","Lesotho_Rural","Rural","P5","D15",2024-04-14,5,"Flat","Owned","Mud","Tile","Piped","None","Pit","Wood",3,2,0,0,0,0,0,0,0,0,228,186,0,1,0,"Face-to-face",38,19,"Male","Portuguese","Complete",6030.48863636364,7012.13843743968,7308.72435322262,0,2024-05-24
"HH00039_005","EA04333","Lesotho","Lesotho_Rural","Rural","P5","D15",2023-12-25,2,"Shack","Rented","Mud","Iron","Piped","Grid","Pit","Wood",4,1,1,1,0,0,0,0,0,0,701,NA,0,1,0,"Face-to-face",54,38,"Female","Portuguese","Complete",6030.48863636364,6105.26044269528,6363.48898105702,1,2024-05-17
"HH00039_006","EA04333","Lesotho","Lesotho_Rural","Rural","P5","D15",2024-04-10,3,"House","Owned","Iron","Concrete","River","None","Flush","Wood",4,1,0,0,0,1,0,0,0,0,1015,737,0,0,1,"Face-to-face",42,21,"Female","English","Not Home",6030.48863636364,6798.41307632118,0,0,2024-06-09
"HH00039_007","EA04333","Lesotho","Lesotho_Rural","Rural","P5","D15",2024-03-24,5,"Shack","Rented","Mud","Iron","Borehole","Grid","Flush","Electricity",2,2,1,1,1,0,1,0,1,0,19252,15779,1,0,0,"Face-to-face",30,61,"Male","English","Complete",6030.48863636364,4999.970587928,5211.44970645064,0,2024-03-10
"HH00039_008","EA04333","Lesotho","Lesotho_Rural","Rural","P5","D15",2024-06-03,7,"House","Owned","Brick","Iron","Borehole","Grid","None","Wood",3,2,1,0,0,0,0,0,0,0,2455,2205,0,1,1,"Face-to-face",30,28,"Male","Local","Complete",6030.48863636364,6553.73203694349,6830.92916237312,0,2024-05-26
"HH00039_009","EA04333","Lesotho","Lesotho_Rural","Rural","P5","D15",2024-01-23,3,"Shack","Owned","Mud","Iron","Borehole","Grid","Other","Gas",2,3,1,1,0,0,1,0,0,1,2514,2056,0,1,0,"Telephone",59,46,"Male","English","Complete",6030.48863636364,7071.20233083251,7370.28641733298,0,2024-05-09
"HH00039_010","EA04333","Lesotho","Lesotho_Rural","Rural","P5","D15",2024-04-08,6,"Shack","Owned","Mud","Iron","Borehole","None","None","Charcoal",6,2,0,0,1,1,0,0,1,1,308,243,0,0,1,"Telephone",51,40,"Male","Local","Complete",6030.48863636364,6810.0939743558,7098.1342028784,0,2024-06-30
"HH00039_011","EA04333","Lesotho","Lesotho_Rural","Rural","P5","D15",2024-03-11,2,"Shack","Owned","Iron","Iron","Borehole","Generator","VIP","Wood",3,3,0,1,1,0,0,0,0,0,352,330,0,0,0,"Telephone",47,51,"Male","English","Complete",6030.48863636364,6187.38076105155,6449.08266635283,0,2024-05-25
"HH00039_012","EA04333","Lesotho","Lesotho_Rural","Rural","P5","D15",2024-04-21,6,"Flat","Owned","Brick","Iron","Well","Grid","VIP","Electricity",1,2,0,0,1,0,1,0,0,0,1687,1022,0,0,1,"Face-to-face",30,56,"Male","Local","Partial",6030.48863636364,6332.41637797696,6600.25272024789,0,2024-07-08
"HH00039_013","EA04333","Lesotho","Lesotho_Rural","Rural","P5","D15",2024-03-01,4,"House","Owned","Wood","Tile","Borehole","Grid","Pit","Gas",3,2,1,0,1,0,0,0,0,0,151,NA,0,1,1,"Face-to-face",66,33,"Female","Portuguese","Complete",6030.48863636364,5265.63040492204,5488.3458903266,1,2024-07-04
"HH00040_001","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2024-04-03,3,"House","Owned","Mud","Iron","Piped","Grid","VIP","Wood",2,3,0,1,0,0,0,0,0,0,2744,2559,0,0,1,"Face-to-face",61,40,"Male","Local","Complete",4959.65420560748,4406.71466314622,4593.10138605875,1,2024-06-20
"HH00040_002","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2024-04-20,7,"Traditional","Owned","Brick","Tile","Piped","None","Flush","Electricity",1,1,1,1,0,0,0,0,0,0,3462,2501,0,0,0,"Face-to-face",41,41,"Female","Local","Complete",4959.65420560748,4809.86687057338,5013.30534848283,1,2024-07-20
"HH00040_003","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2024-01-15,3,"House","Free","Brick","Thatch","Well","None","Flush","Other",2,3,0,0,0,0,0,0,0,1,271,228,1,0,0,"Face-to-face",46,43,"Female","English","Complete",4959.65420560748,5422.74905019013,5652.11003720723,0,2024-05-15
"HH00040_004","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2024-06-11,6,"Flat","Owned","Brick","Thatch","River","Solar","Flush","Wood",3,2,1,0,1,0,0,0,0,1,2636,NA,1,1,0,"Face-to-face",28,25,"Male","Local","Complete",4959.65420560748,5671.76162532317,5911.65486627339,0,2024-04-12
"HH00040_005","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2024-04-10,5,"Flat","Free","Wood","Iron","Piped","Solar","Flush","Gas",4,2,1,0,0,1,0,0,0,0,7629,4837,1,0,1,"Face-to-face",81,42,"Female","French","Refused",4959.65420560748,4844.85282919713,0,0,2024-06-25
"HH00040_006","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2024-04-30,4,"Flat","Owned","Iron","Thatch","Piped","None","Flush","Gas",3,3,1,1,0,0,0,1,1,0,1138,895,0,0,0,"Face-to-face",65,42,"Male","Portuguese","Complete",4959.65420560748,5917.20138478389,6167.47576359651,0,2024-03-26
"HH00040_007","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2024-04-14,7,"House","Free","Brick","Tile","Piped","None","None","Paraffin",5,1,0,0,1,1,0,0,0,0,6778,6309,0,0,0,"Face-to-face",47,35,"Male","English","Not Home",4959.65420560748,5466.04852648336,0,0,2024-03-08
"HH00040_008","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2024-05-10,4,"Shack","Rented","Mud","Iron","River","Grid","None","Gas",4,4,1,1,0,0,0,0,0,0,123,97,1,1,1,"Face-to-face",57,58,"Female","English","Complete",4959.65420560748,4216.96877377317,4395.32999079077,1,2024-01-21
"HH00040_009","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2023-12-28,2,"Traditional","Free","Iron","Iron","Borehole","None","Pit","Gas",4,1,1,1,0,0,0,0,1,0,495,326,0,1,1,"Face-to-face",16,59,"Male","Local","Complete",4959.65420560748,5708.91655158962,5950.38129999523,0,2024-03-17
"HH00040_010","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2023-12-24,8,"House","Other","Brick","Iron","Piped","Grid","VIP","Electricity",3,4,1,1,1,0,0,0,0,1,931,580,0,1,0,"Face-to-face",33,42,"Male","English","Complete",4959.65420560748,5504.04629090932,5736.84583191455,1,2024-06-23
"HH00040_011","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2024-04-08,5,"Shack","Owned","Brick","Iron","Well","Grid","Pit","Wood",3,4,1,0,1,1,0,0,0,0,1950,1458,0,0,0,"Telephone",49,68,"Male","Local","Complete",4959.65420560748,4567.69382175603,4760.88933083332,1,2024-07-23
"HH00040_012","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2024-03-02,3,"House","Owned","Wood","Tile","Piped","Grid","Flush","Other",4,3,0,0,0,1,0,0,0,1,1329,924,1,0,0,"Face-to-face",65,37,"Female","Portuguese","Complete",4959.65420560748,5406.67964728073,5635.36096166723,0,2024-05-19
"HH00040_013","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2024-01-02,8,"House","Rented","Brick","Tile","Well","Grid","None","Paraffin",4,3,1,0,1,0,0,0,1,0,2084,1665,1,1,0,"Face-to-face",28,39,"Male","English","Complete",4959.65420560748,5461.79220682664,5692.80456602777,0,2024-04-23
"HH00040_014","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2024-05-16,7,"House","Owned","Mud","Thatch","Borehole","None","None","Charcoal",2,2,0,0,1,0,0,0,0,0,372,300,0,0,1,"Face-to-face",42,31,"Male","English","Complete",4959.65420560748,4159.41105583093,4335.33780743707,0,2024-06-27
"HH00040_015","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2024-02-19,7,"Flat","Free","Brick","Thatch","Piped","Solar","Pit","Electricity",3,3,0,0,1,0,0,1,1,0,2488,2254,1,1,0,"Telephone",50,58,"Male","Portuguese","Complete",4959.65420560748,5115.17999547786,5331.53201945577,0,2024-02-23
"HH00040_016","EA04572","Botswana","Botswana_Rural","Rural","P1","D18",2024-04-04,4,"House","Owned","Iron","Thatch","Piped","None","None","Wood",3,3,0,1,0,0,0,0,0,0,4771,4465,0,1,1,"Face-to-face",45,44,"Male","Local","Complete",4959.65420560748,4110.05430946582,4283.89346454897,0,2024-02-05
"HH00041_001","EA03552","Angola","Angola_Rural","Rural","P4","D21",2024-06-11,3,"Traditional","Owned","Brick","Tile","River","Grid","Flush","Wood",4,4,1,0,0,0,0,0,1,1,331,265,0,0,0,"Face-to-face",2,47,"Female","Portuguese","Complete",10830.2653061224,11319.4259018514,11798.19316054,0,2024-03-26
"HH00041_002","EA03552","Angola","Angola_Rural","Rural","P4","D21",2024-03-27,3,"Shack","Free","Wood","Iron","Borehole","Grid","Pit","Electricity",2,2,0,0,0,0,0,0,0,0,7131,5321,0,0,1,"Face-to-face",31,41,"Female","Portuguese","Complete",10830.2653061224,9913.2096657175,10332.4995005213,0,2024-02-19
"HH00041_003","EA03552","Angola","Angola_Rural","Rural","P4","D21",2024-01-01,8,"Other","Other","Iron","Iron","Borehole","None","Pit","Charcoal",3,2,0,1,0,0,0,0,0,0,10396,7479,0,0,0,"Telephone",47,40,"Male","Local","Complete",10830.2653061224,11949.5115415945,12454.9289481877,0,2024-03-10
"HH00041_004","EA03552","Angola","Angola_Rural","Rural","P4","D21",2024-01-23,3,"Shack","Owned","Iron","Concrete","Piped","Grid","Flush","Paraffin",2,2,1,0,1,0,0,1,0,0,549,351,0,0,0,"Face-to-face",20,57,"Male","English","Partial",10830.2653061224,9036.76198939524,9418.9815297322,0,2024-02-06
"HH00041_005","EA03552","Angola","Angola_Rural","Rural","P4","D21",2024-01-13,3,"Flat","Rented","Brick","Tile","Piped","None","Flush","Charcoal",1,4,1,1,0,0,0,1,0,0,1223,862,1,1,0,"Face-to-face",62,28,"Female","Portuguese","Complete",10830.2653061224,10612.6555144192,11061.5291615547,0,2024-05-11
"HH00041_006","EA03552","Angola","Angola_Rural","Rural","P4","D21",2024-02-27,4,"Traditional","Owned","Brick","Iron","Well","None","None","Paraffin",2,1,1,0,0,0,0,0,0,0,4467,3863,0,1,0,"Face-to-face",52,29,"Female","Portuguese","Complete",10830.2653061224,12279.9259429006,12799.3185809689,0,2024-05-29
"HH00042_001","EA02783","Lesotho","Lesotho_Rural","Rural","P2","D23",2024-01-20,5,"Flat","Owned","Mud","Concrete","Piped","None","VIP","Wood",4,3,0,0,0,0,0,1,0,0,2435,1735,1,1,0,"Face-to-face",65,55,"Female","Local","Complete",6243.32941176471,6316.48932904852,6583.65201970314,0,2024-03-24
"HH00042_002","EA02783","Lesotho","Lesotho_Rural","Rural","P2","D23",2024-03-25,4,"House","Owned","Brick","Iron","Well","Grid","Pit","Paraffin",2,2,0,1,0,1,0,1,0,0,8197,7378,1,1,1,"Face-to-face",48,40,"Female","English","Complete",6243.32941176471,7465.28669385642,7781.03900114944,0,2024-08-02
"HH00042_003","EA02783","Lesotho","Lesotho_Rural","Rural","P2","D23",2024-01-26,2,"Other","Rented","Mud","Thatch","Well","Grid","Flush","Electricity",3,3,1,1,0,1,1,0,1,0,2010,1295,0,0,0,"Face-to-face",50,35,"Female","English","Complete",6243.32941176471,5113.60172971788,5329.88699925278,0,2024-07-21
"HH00042_004","EA02783","Lesotho","Lesotho_Rural","Rural","P2","D23",2024-04-02,7,"Other","Owned","Mud","Thatch","Well","Solar","VIP","Paraffin",2,2,0,0,1,0,0,0,0,0,277,235,0,1,1,"Face-to-face",55,27,"Female","Portuguese","Complete",6243.32941176471,6205.43152407303,6467.89690575588,0,2024-07-13
"HH00042_005","EA02783","Lesotho","Lesotho_Rural","Rural","P2","D23",2024-03-29,1,"Flat","Rented","Brick","Thatch","Piped","Solar","None","Gas",2,2,0,1,1,0,0,0,0,0,2969,2493,0,1,0,"Face-to-face",37,49,"Female","English","Complete",6243.32941176471,6057.5467617065,6313.75719875753,0,2024-04-27
"HH00042_006","EA02783","Lesotho","Lesotho_Rural","Rural","P2","D23",2024-07-07,3,"House","Owned","Brick","Tile","River","Grid","Flush","Paraffin",2,1,1,1,0,1,0,0,0,0,3012,2835,0,1,0,"Face-to-face",38,24,"Male","Local","Complete",6243.32941176471,5899.4727552426,6148.99728265468,0,2024-04-15
"HH00042_007","EA02783","Lesotho","Lesotho_Rural","Rural","P2","D23",2024-03-30,6,"Traditional","Rented","Other","Concrete","Piped","Grid","Pit","Gas",3,3,1,1,0,0,0,0,0,1,399,346,1,1,1,"Face-to-face",22,36,"Male","English","Complete",6243.32941176471,6397.9339560676,6668.54143457197,0,2024-04-17
"HH00042_008","EA02783","Lesotho","Lesotho_Rural","Rural","P2","D23",2024-03-30,6,"House","Free","Mud","Iron","River","Grid","Flush","Wood",4,4,1,0,0,0,0,1,0,1,1068,749,0,0,0,"Face-to-face",50,25,"Female","Local","Refused",6243.32941176471,6047.20763818624,0,0,2024-05-02
"HH00042_009","EA02783","Lesotho","Lesotho_Rural","Rural","P2","D23",2024-04-07,2,"House","Owned","Mud","Iron","Well","Grid","Pit","Wood",3,2,1,1,0,0,0,0,1,1,2715,1703,0,0,1,"Face-to-face",38,38,"Female","English","Complete",6243.32941176471,7480.30490031569,7796.69241875804,0,2024-06-28
"HH00042_010","EA02783","Lesotho","Lesotho_Rural","Rural","P2","D23",2023-12-30,4,"House","Owned","Mud","Iron","Piped","Grid","Flush","Paraffin",5,1,0,1,1,0,0,0,1,1,12587,10559,0,0,1,"Face-to-face",24,38,"Female","French","Complete",6243.32941176471,6915.5443048322,7208.04466817858,0,2024-07-14
"HH00042_011","EA02783","Lesotho","Lesotho_Rural","Rural","P2","D23",2024-02-28,4,"Traditional","Owned","Mud","Iron","Piped","None","VIP","Wood",1,2,1,0,0,0,0,0,0,1,10472,7695,1,1,1,"Telephone",33,37,"Male","Portuguese","Complete",6243.32941176471,5305.94776301204,5530.36851431769,0,2024-03-21
"HH00043_001","EA00921","Comoros","Comoros_Urban","Urban","P7","D15",2024-05-20,6,"Shack","Rented","Other","Iron","Well","None","Pit","Paraffin",4,3,1,1,0,1,0,1,0,1,323,253,0,1,0,"Face-to-face",29,43,"Male","Portuguese","Refused",3196.88554216867,2595.03131281007,0,0,2024-02-22
"HH00043_002","EA00921","Comoros","Comoros_Urban","Urban","P7","D15",2024-04-25,6,"House","Other","Iron","Thatch","Borehole","None","Pit","Gas",6,2,1,0,1,0,0,1,1,0,6637,4362,0,1,0,"Face-to-face",40,64,"Male","Local","Complete",3196.88554216867,2611.43599618633,2721.88948242986,1,2024-03-18
"HH00043_003","EA00921","Comoros","Comoros_Urban","Urban","P7","D15",2024-06-01,8,"Shack","Rented","Wood","Thatch","Piped","Grid","Pit","Electricity",5,3,0,0,1,0,1,1,1,1,2852,1871,1,0,0,"Face-to-face",55,41,"Female","English","Complete",3196.88554216867,3672.16718957022,3827.48543928014,1,2024-06-10
"HH00043_004","EA00921","Comoros","Comoros_Urban","Urban","P7","D15",2024-05-25,3,"Traditional","Free","Other","Tile","River","None","Pit","Wood",2,3,1,1,1,0,0,0,1,0,323,299,1,1,1,"Face-to-face",39,43,"Female","Local","Complete",3196.88554216867,3623.03515212652,3776.27530961828,0,2024-04-29
"HH00043_005","EA00921","Comoros","Comoros_Urban","Urban","P7","D15",2024-04-30,6,"House","Owned","Wood","Iron","Borehole","None","Pit","Wood",4,1,1,1,0,1,0,0,0,0,2477,1898,0,1,1,"Face-to-face",20,40,"Male","Local","Complete",3196.88554216867,3622.90435258689,3776.13897777184,1,2024-07-21
