"person_id","household_id","ea_id","member_number","relationship","age","gender","marital_status","education_level","employment_status","occupation_code","industry_code","hours_worked_week","income_monthly","chronic_illness","disability","school_attendance","literacy","birth_certificate","id_document","mobile_phone","migrant_status"
"HH00007_014_02","HH00007_014","EA00563",2,"Spouse",41,"Male","Widowed","Secondary incomplete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00007_014_03","HH00007_014","EA00563",3,"Child",29,"Female","Married","Secondary incomplete","Employed",NA,NA,59,1332,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00007_015_01","HH00007_015","EA00563",1,"Head",38,"Female","Married","None","Student",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00007_015_02","HH00007_015","EA00563",2,"Spouse",33,"Male","Never married","Secondary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"International"
"HH00007_015_03","HH00007_015","EA00563",3,"Sibling",10,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,0,0,0,"Non-migrant"
"HH00007_015_04","HH00007_015","EA00563",4,"Grandchild",36,"Female","Never married","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00007_015_05","HH00007_015","EA00563",5,"Other relative",56,"Male","Married","Tertiary","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Internal"
"HH00007_016_01","HH00007_016","EA00563",1,"Head",20,"Female","Separated","Primary complete","Employed",NA,NA,NA,318,0,0,"Attending",1,0,1,1,"Non-migrant"
"HH00007_016_02","HH00007_016","EA00563",2,"Spouse",21,"Male","Married","Tertiary","Employed",NA,NA,35,1567,0,0,"Attending",1,0,1,1,"Internal"
"HH00007_016_03","HH00007_016","EA00563",3,"Child",1,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,1,"Not applicable",NA,1,0,0,"Internal"
"HH00007_016_04","HH00007_016","EA00563",4,"Child",2,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,0,0,0,"Non-migrant"
"HH00007_016_05","HH00007_016","EA00563",5,"Child",2,"Female","Never married",NA,"Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,0,0,0,"Non-migrant"
"HH00007_017_01","HH00007_017","EA00563",1,"Head",50,"Male","Married","Secondary complete","Employed",NA,NA,42,614,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00007_017_02","HH00007_017","EA00563",2,"Parent",80,"Male","Divorced","Primary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Internal"
"HH00007_017_03","HH00007_017","EA00563",3,"Child",23,"Female","Married","Primary complete","Student",NA,NA,NA,NA,0,1,"Attending",1,1,1,0,"Non-migrant"
"HH00007_018_01","HH00007_018","EA00563",1,"Head",52,"Male","Divorced","None","Employed",NA,NA,39,236,0,0,"Not attending",0,0,1,1,"Non-migrant"
"HH00007_019_01","HH00007_019","EA00563",1,"Head",29,"Male","Separated","Secondary complete","Employed",NA,NA,46,620,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00007_019_02","HH00007_019","EA00563",2,"Spouse",17,"Female","Married","None","Unemployed",NA,NA,NA,NA,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00007_019_03","HH00007_019","EA00563",3,"Grandchild",53,"Female","Separated","Primary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00007_019_04","HH00007_019","EA00563",4,"Child",10,"Female","Never married",NA,"Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00007_019_05","HH00007_019","EA00563",5,"Child",6,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,1,0,"Attending",1,1,0,0,"Internal"
"HH00007_020_01","HH00007_020","EA00563",1,"Head",34,"Female","Married","Tertiary","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00007_020_02","HH00007_020","EA00563",2,"Spouse",39,"Male","Married","Secondary complete","Student",NA,NA,NA,NA,0,1,"Not attending",1,1,1,0,"Non-migrant"
"HH00007_020_03","HH00007_020","EA00563",3,"Child",12,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,1,0,"Attending",0,0,0,0,"Non-migrant"
"HH00008_001_01","HH00008_001","EA02162",1,"Head",30,"Male","Never married","Primary incomplete","Employed",NA,NA,36,3630,0,0,"Not attending",0,1,1,1,"Internal"
"HH00008_001_02","HH00008_001","EA02162",2,"Spouse",30,"Female","Divorced","Primary incomplete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",0,1,1,0,"Non-migrant"
"HH00008_001_03","HH00008_001","EA02162",3,"Sibling",15,"Female","Never married","Primary complete","Employed",NA,NA,51,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00008_001_04","HH00008_001","EA02162",4,"Child",3,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00008_001_05","HH00008_001","EA02162",5,"Child",12,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,1,0,"Attending",0,1,0,1,"Internal"
"HH00008_001_06","HH00008_001","EA02162",6,"Sibling",6,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Not attending",1,1,0,0,"Internal"
"HH00008_002_01","HH00008_002","EA02162",1,"Head",54,"Male","Married","None","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_002_02","HH00008_002","EA02162",2,"Spouse",51,"Female","Married","None","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,0,0,0,"Non-migrant"
"HH00008_002_03","HH00008_002","EA02162",3,"Child",5,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Internal"
"HH00008_002_04","HH00008_002","EA02162",4,"Child",10,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Non-migrant"
"HH00008_002_05","HH00008_002","EA02162",5,"Child",4,"Male","Never married","None","Not applicable",NA,NA,NA,NA,1,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00008_002_06","HH00008_002","EA02162",6,"Child",15,"Male","Never married","Primary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00008_003_01","HH00008_003","EA02162",1,"Head",51,"Male","Never married","Primary incomplete","Student",NA,NA,NA,NA,0,1,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_003_02","HH00008_003","EA02162",2,"Spouse",53,"Female","Married","Secondary incomplete","Employed",NA,NA,39,866,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_003_03","HH00008_003","EA02162",3,"Sibling",30,"Female","Married","Primary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_003_04","HH00008_003","EA02162",4,"Child",18,"Female","Married","Primary complete","Employed",NA,NA,31,13088,0,0,"Not attending",1,0,1,0,"Non-migrant"
"HH00008_003_05","HH00008_003","EA02162",5,"Other relative",4,"Female","Never married","None","Not applicable",NA,NA,NA,NA,1,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00008_003_06","HH00008_003","EA02162",6,"Sibling",32,"Female","Divorced","Primary complete","Unemployed",NA,NA,NA,NA,0,1,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_003_07","HH00008_003","EA02162",7,"Sibling",55,"Female","Divorced","Secondary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00008_003_08","HH00008_003","EA02162",8,"Child",28,"Male","Married","Secondary incomplete","Employed",NA,NA,39,1016,0,0,"Not attending",1,1,1,1,"Internal"
"HH00008_004_01","HH00008_004","EA02162",1,"Head",50,"Female","Separated","Primary incomplete","Employed",NA,NA,24,382,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00008_004_02","HH00008_004","EA02162",2,"Grandchild",42,"Female","Married","Secondary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_004_03","HH00008_004","EA02162",3,"Non-relative",27,"Female","Married","Primary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_005_01","HH00008_005","EA02162",1,"Head",18,"Male","Married","Secondary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00008_005_02","HH00008_005","EA02162",2,"Child",0,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00008_005_03","HH00008_005","EA02162",3,"Grandchild",5,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00008_005_04","HH00008_005","EA02162",4,"Grandchild",4,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,0,0,0,"Internal"
"HH00008_005_05","HH00008_005","EA02162",5,"Child",1,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00008_005_06","HH00008_005","EA02162",6,"Child",1,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00008_006_01","HH00008_006","EA02162",1,"Head",65,"Female","Married","Primary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00008_006_02","HH00008_006","EA02162",2,"Spouse",60,"Male","Never married","Tertiary","Unemployed",NA,NA,NA,NA,1,0,"Not attending",1,0,0,1,"Non-migrant"
"HH00008_006_03","HH00008_006","EA02162",3,"Parent",102,"Female","Married","Tertiary","Employed",NA,NA,35,315,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_006_04","HH00008_006","EA02162",4,"Child",10,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00008_006_05","HH00008_006","EA02162",5,"Child",29,"Female","Married","None","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_006_06","HH00008_006","EA02162",6,"Grandchild",70,"Female","Married","Secondary incomplete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_007_01","HH00008_007","EA02162",1,"Head",38,"Male","Never married","Tertiary","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_007_02","HH00008_007","EA02162",2,"Spouse",44,"Female","Married","Primary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",0,1,1,0,"Non-migrant"
"HH00008_007_03","HH00008_007","EA02162",3,"Sibling",18,"Male","Married","Primary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00008_007_04","HH00008_007","EA02162",4,"Parent",60,"Male","Never married","Primary complete","Unemployed",NA,NA,NA,NA,1,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00008_008_01","HH00008_008","EA02162",1,"Head",49,"Male","Married","Secondary incomplete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00008_008_02","HH00008_008","EA02162",2,"Spouse",55,"Female","Married","Primary incomplete","Employed",NA,NA,48,2801,1,0,"Not attending",1,0,1,1,"Internal"
"HH00008_008_03","HH00008_008","EA02162",3,"Other relative",33,"Female","Widowed","Secondary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Internal"
"HH00008_008_04","HH00008_008","EA02162",4,"Child",19,"Female","Never married","Primary complete","Employed",NA,NA,NA,191,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00008_008_05","HH00008_008","EA02162",5,"Sibling",37,"Female","Married","Primary complete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_008_06","HH00008_008","EA02162",6,"Child",5,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,1,0,"Attending",1,1,0,0,"Non-migrant"
"HH00008_008_07","HH00008_008","EA02162",7,"Parent",70,"Female","Married","Secondary complete","Employed",NA,NA,50,541,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_009_01","HH00008_009","EA02162",1,"Head",40,"Male","Never married","Secondary complete","Homemaker",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_009_02","HH00008_009","EA02162",2,"Spouse",50,"Female","Divorced","None","Student",NA,NA,NA,NA,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00008_009_03","HH00008_009","EA02162",3,"Sibling",51,"Female","Divorced","Primary incomplete","Unemployed",NA,NA,NA,NA,1,1,"Not attending",1,1,1,0,"Non-migrant"
"HH00008_010_01","HH00008_010","EA02162",1,"Head",44,"Male","Never married","Secondary complete","Employed",NA,NA,43,370,0,0,"Not attending",1,1,0,0,"Internal"
"HH00008_010_02","HH00008_010","EA02162",2,"Spouse",42,"Female","Married","Primary complete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_010_03","HH00008_010","EA02162",3,"Child",26,"Female","Divorced","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_010_04","HH00008_010","EA02162",4,"Child",2,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00008_010_05","HH00008_010","EA02162",5,"Child",9,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"International"
"HH00008_010_06","HH00008_010","EA02162",6,"Grandchild",21,"Female","Married","None","Employed",NA,NA,26,NA,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00008_010_07","HH00008_010","EA02162",7,"Child",2,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,0,0,0,"Non-migrant"
"HH00008_010_08","HH00008_010","EA02162",8,"Other relative",49,"Female","Separated","Secondary complete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00008_011_01","HH00008_011","EA02162",1,"Head",34,"Female","Married","Primary complete","Employed",NA,NA,26,801,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00008_011_02","HH00008_011","EA02162",2,"Spouse",44,"Male","Never married","Secondary complete","Employed",NA,NA,NA,564,0,0,"Not attending",1,1,1,1,"Internal"
"HH00008_011_03","HH00008_011","EA02162",3,"Child",5,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Not attending",1,0,0,0,"Non-migrant"
"HH00008_011_04","HH00008_011","EA02162",4,"Sibling",19,"Female","Married","Secondary complete","Employed",NA,NA,60,877,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00008_011_05","HH00008_011","EA02162",5,"Sibling",9,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00008_012_01","HH00008_012","EA02162",1,"Head",37,"Male","Divorced","Secondary complete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_012_02","HH00008_012","EA02162",2,"Spouse",43,"Female","Married","Secondary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00008_012_03","HH00008_012","EA02162",3,"Child",2,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00008_012_04","HH00008_012","EA02162",4,"Other relative",40,"Female","Married","Primary incomplete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_013_01","HH00008_013","EA02162",1,"Head",82,"Male","Married","None","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_013_02","HH00008_013","EA02162",2,"Parent",103,"Female","Married","Primary complete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_013_03","HH00008_013","EA02162",3,"Other relative",63,"Male","Married","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_013_04","HH00008_013","EA02162",4,"Sibling",41,"Female","Married",NA,"Employed",NA,NA,NA,2233,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_013_05","HH00008_013","EA02162",5,"Child",9,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Non-migrant"
"HH00008_013_06","HH00008_013","EA02162",6,"Other relative",51,"Female","Widowed","Primary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00008_014_01","HH00008_014","EA02162",1,"Head",35,"Female","Married","Primary incomplete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",0,0,1,1,"Non-migrant"
"HH00008_014_02","HH00008_014","EA02162",2,"Other relative",11,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Not attending",0,1,0,0,"Non-migrant"
"HH00008_014_03","HH00008_014","EA02162",3,"Other relative",13,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,1,"Non-migrant"
"HH00008_014_04","HH00008_014","EA02162",4,"Parent",62,"Male","Married","Secondary incomplete","Employed",NA,NA,35,2137,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_014_05","HH00008_014","EA02162",5,"Child",17,"Female","Married","Secondary complete","Employed",NA,NA,19,1071,0,0,"Not attending",1,0,0,1,"Internal"
"HH00008_014_06","HH00008_014","EA02162",6,"Sibling",58,"Male","Never married","Tertiary","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_014_07","HH00008_014","EA02162",7,"Child",5,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,1,1,"Attending",1,1,0,0,"International"
"HH00008_015_01","HH00008_015","EA02162",1,"Head",27,"Female","Separated","Primary incomplete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_015_02","HH00008_015","EA02162",2,"Spouse",31,"Male","Never married","Primary complete","Employed",NA,NA,34,1198,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_015_03","HH00008_015","EA02162",3,"Child",12,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,1,1,"Not attending",1,1,0,1,"Internal"
"HH00008_015_04","HH00008_015","EA02162",4,"Child",6,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Internal"
"HH00008_015_05","HH00008_015","EA02162",5,"Child",3,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,0,0,0,"Non-migrant"
"HH00008_015_06","HH00008_015","EA02162",6,"Child",8,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00008_016_01","HH00008_016","EA02162",1,"Head",43,"Male","Married","Primary complete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00008_016_02","HH00008_016","EA02162",2,"Spouse",38,"Female","Widowed","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Internal"
"HH00008_016_03","HH00008_016","EA02162",3,"Child",7,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Non-migrant"
"HH00008_017_01","HH00008_017","EA02162",1,"Head",45,"Male","Separated","Primary incomplete","Employed",NA,NA,54,2821,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00008_017_02","HH00008_017","EA02162",2,"Spouse",41,"Female","Divorced",NA,"Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_017_03","HH00008_017","EA02162",3,"Child",0,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00008_018_01","HH00008_018","EA02162",1,"Head",48,"Male","Never married","Secondary incomplete","Employed",NA,NA,48,293,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_018_02","HH00008_018","EA02162",2,"Spouse",53,"Female","Married","Primary complete","Employed",NA,NA,36,285,0,0,"Not attending",1,1,1,1,"International"
"HH00008_018_03","HH00008_018","EA02162",3,"Grandchild",7,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,0,0,0,"Non-migrant"
"HH00008_018_04","HH00008_018","EA02162",4,"Child",22,"Male","Never married","Secondary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00008_019_01","HH00008_019","EA02162",1,"Head",56,"Female","Married","None","Unemployed",NA,NA,NA,NA,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00008_019_02","HH00008_019","EA02162",2,"Spouse",51,"Male","Married","Primary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_019_03","HH00008_019","EA02162",3,"Non-relative",20,"Male","Widowed","None","Employed",NA,NA,31,149,0,0,"Attending",0,1,1,1,"Non-migrant"
"HH00008_019_04","HH00008_019","EA02162",4,"Child",21,"Male","Widowed","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Attending",1,1,1,0,"Internal"
"HH00008_019_05","HH00008_019","EA02162",5,"Child",20,"Male","Never married","None","Employed",NA,NA,37,634,0,0,"Attending",1,1,1,0,"Non-migrant"
"HH00008_020_01","HH00008_020","EA02162",1,"Head",56,"Male","Married","Primary complete","Employed",NA,NA,26,293,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_020_02","HH00008_020","EA02162",2,"Spouse",54,"Female","Divorced","Secondary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00008_020_03","HH00008_020","EA02162",3,"Child",26,"Female","Married","Secondary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00008_020_04","HH00008_020","EA02162",4,"Child",20,"Female","Widowed","Primary incomplete","Employed",NA,NA,NA,1848,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00008_020_05","HH00008_020","EA02162",5,"Child",11,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Not attending",1,1,0,0,"Non-migrant"
"HH00009_001_01","HH00009_001","EA01891",1,"Head",52,"Female","Never married","None","Employed",NA,NA,29,433,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00009_001_02","HH00009_001","EA01891",2,"Spouse",58,"Male","Married","Secondary incomplete","Employed",NA,NA,58,444,0,1,"Not attending",1,1,1,1,"Non-migrant"
"HH00009_001_03","HH00009_001","EA01891",3,"Non-relative",32,"Male","Divorced","Secondary incomplete","Employed",NA,NA,34,514,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00009_001_04","HH00009_001","EA01891",4,"Child",29,"Female","Separated","None","Unemployed",NA,NA,NA,NA,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00009_001_05","HH00009_001","EA01891",5,"Child",0,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00009_001_06","HH00009_001","EA01891",6,"Non-relative",3,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00009_002_01","HH00009_002","EA01891",1,"Head",45,"Female","Widowed","Primary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00009_002_02","HH00009_002","EA01891",2,"Non-relative",7,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not attending",0,1,0,0,"Non-migrant"
"HH00009_002_03","HH00009_002","EA01891",3,"Sibling",22,"Male","Married","Secondary incomplete","Employed",NA,NA,35,2431,1,0,"Not attending",1,1,1,1,"International"
"HH00009_002_04","HH00009_002","EA01891",4,"Other relative",1,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00009_003_01","HH00009_003","EA01891",1,"Head",38,"Male","Married","Secondary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00009_003_02","HH00009_003","EA01891",2,"Spouse",39,"Female","Widowed","Secondary complete","Employed",NA,NA,35,169,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00009_003_03","HH00009_003","EA01891",3,"Sibling",63,"Male","Divorced","Tertiary","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00009_003_04","HH00009_003","EA01891",4,"Non-relative",29,"Female","Separated","Primary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00009_003_05","HH00009_003","EA01891",5,"Parent",65,"Male","Never married","Secondary incomplete","Employed",NA,NA,43,26,0,0,"Not attending",1,0,0,1,"Non-migrant"
"HH00009_004_01","HH00009_004","EA01891",1,"Head",55,"Female","Never married","Secondary incomplete","Employed",NA,NA,47,576,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00009_004_02","HH00009_004","EA01891",2,"Spouse",61,"Male","Married","Secondary complete","Employed",NA,NA,37,1453,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00009_004_03","HH00009_004","EA01891",3,"Child",26,"Female","Married","Tertiary","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00009_004_04","HH00009_004","EA01891",4,"Parent",84,"Female","Married","Secondary complete","Employed",NA,NA,53,2018,1,0,"Not attending",1,0,0,1,"Non-migrant"
"HH00009_004_05","HH00009_004","EA01891",5,"Parent",94,"Male","Married","Secondary complete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00009_005_01","HH00009_005","EA01891",1,"Head",51,"Male","Divorced","Primary complete","Employed",NA,NA,31,1104,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00009_005_02","HH00009_005","EA01891",2,"Non-relative",38,"Male","Married","Secondary incomplete","Employed",NA,NA,34,841,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00009_005_03","HH00009_005","EA01891",3,"Parent",81,"Male","Married","Secondary incomplete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Internal"
"HH00009_005_04","HH00009_005","EA01891",4,"Parent",73,"Female","Married","Secondary complete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00009_005_05","HH00009_005","EA01891",5,"Parent",90,"Male","Never married","Secondary complete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Internal"
"HH00009_005_06","HH00009_005","EA01891",6,"Sibling",34,"Male","Married","Tertiary","Employed",NA,NA,45,687,0,0,"Not attending",1,0,1,0,"Non-migrant"
"HH00009_005_07","HH00009_005","EA01891",7,"Sibling",38,"Female","Never married","Secondary incomplete","Employed",NA,NA,34,278,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00009_006_01","HH00009_006","EA01891",1,"Head",38,"Male","Divorced","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
