"area_id","district_code","area_name","area_type","total_population","sample_size","direct_estimate_poverty","direct_estimate_se","auxiliary_mean_income","auxiliary_unemployment","auxiliary_education_years","auxiliary_asset_index","auxiliary_dependency_ratio","auxiliary_urbanization","satellite_nightlights","satellite_vegetation","distance_to_road_km","distance_to_market_km","climate_rainfall_mm","climate_temperature_c","model_based_estimate","model_based_mse","fh_estimate","fh_mse","synthetic_estimate","composite_estimate","reliability_flag"
"SA0132","D079","Area 132","Urban formal",5028,38,0.466071508835669,0.00409138981832616,394.872485843793,0.483722340212911,9.41170378070527,-0.505307977240525,0.70210984952281,0.328096707075251,2.33726600122303,0.720839672865448,0.998984864309882,17.0376212327721,301.345182631,23.2843665577592,0.835395214312048,0.0000000241496203791022,0.849232227670947,0.0000000279741604853379,0.849873618431492,0.734284012020364,"Reliable"
"SA0133","D138","Area 133","Rural scattered",8481,89,0.288931275253469,0.0101673549763878,2218.67753096551,0.134496274750433,7.82308274833386,1.12513478973843,1.1259171549518,0.30710114874826,1.61046221286414,0.78370936156909,1.44097276031971,32.4018854631071,715.309980682955,25.4161523696663,0.472912243715758,0.00000110364894499926,0.474153212379,0.00000105770721946787,0.476067946139908,0.41858663124134,"Reliable"
"SA0134","D112","Area 134","Rural scattered",1272,45,0.280702191839724,0.000348212135146698,1265.9915462076,0.247347437885315,8.02415760143102,-0.686846802560728,1.49698670337647,0.32245777291545,10.5178340498551,0.636103323823205,5.35317619775838,7.31526436674463,1209.50836233718,24.6348806887838,0.634107964117892,0.00000000000118511365726951,0.612224550440697,0.00000000000147017943239973,0.612228570205358,0.512767842860405,"Reliable"
"SA0135","D043","Area 135","Commercial",1870,77,0.247778454850153,0.000375213136924875,556.825893399155,0.0832444112756802,5.80582005769624,-0.498619911789098,0.401583238628483,0.271675726369354,2.79304150343894,0.571777772743248,6.04892378186292,5.59338756836951,1279.79953516885,25.4315682475215,0.68548027228139,0.00000000000223268457305523,0.654643742134023,0.00000000000198201085017462,0.654649470182825,0.532584155948862,"Reliable"
"SA0136","D091","Area 136","Rural village",9250,48,0.342806330131532,0.00402128253428502,595.544752733965,0.208485420992261,10.3324959784197,-0.581077446720585,1.09890095707651,0.502204025900888,4.03456445147882,0.842876987138847,4.05081274898207,0.173678686842322,684.859626151112,23.42180809753,0.578353673027888,0.0000000221612700817047,0.578134046481241,0.0000000261069797578415,0.578514588182635,0.507535731576328,"Reliable"
"SA0137","D039","Area 137","Rural scattered",6659,84,0.287506732024182,0.0125113307003905,1951.34484738242,0.108735948973425,5.21811191450855,1.4866196871593,1.02350207494191,0.408201260024548,20.2368635923958,0.304646317173873,3.15182903315872,20.9813057777511,641.183923766843,24.0137987292759,0.592717948004564,0.00000244703505591469,0.588830045473373,0.00000241250661767917,0.593546761625013,0.498433051438616,"Unreliable"
"SA0138","D051","Area 138","Rural village",1761,46,0.197421390626405,0.00548092184662151,2604.82382450798,0.0562875234763387,11.5403322086215,0.87685721415433,0.787016038289284,0.33639290095857,0.48254659196243,0.561103315520953,1.30887398076709,23.9581025938008,1764.37268625626,18.2780510008028,0.413585544150068,0.000000082071599353791,0.441354949472988,0.0000000899729066435883,0.442087738185059,0.368174881819013,"Reliable"
"SA0139","D015","Area 139","Urban formal",7342,81,0.294946190878091,0.00727376272593406,3470.804088395,0.194707503617386,6.91436898810762,-2.19383677734231,0.701385476887331,0.537627764203293,1.33690628643849,0.749050833298397,20.3099623591381,1.59211143385619,677.652163587102,23.8687771888992,0.582621343330945,0.000000298177026870825,0.592935185970642,0.00000027844846510188,0.594511774947248,0.503538487442877,"Reliable"
"SA0140","D061","Area 140","Commercial",711,92,0.131739556252742,0.0074909453249214,2105.93508676725,0.31575837898377,9.74522684605217,1.16270821326152,1.1544312909424,0.339554841203238,17.4967831317731,0.614429520142095,2.09683585446328,12.045547067699,721.442687502115,24.6635856626753,0.565002370512319,0.000000258511242223713,0.552768244893604,0.000000313123966395532,0.555130816302141,0.426459638301346,"Reliable"
"SA0141","D048","Area 141","Rural village",1157,35,0.459699961940169,0.00274845758575247,567.906178758508,0.0837984396296456,10.0805174660791,-1.43328832198712,0.913485925123704,0.405783482340715,5.87592337969849,0.610564798013686,0.678822893541592,21.066480296335,598.734301487942,19.6187534584053,0.525417975633253,0.00000000645957505216419,0.532774581965024,0.00000000570201314572278,0.532829782672568,0.510852195957568,"Unreliable"
"SA0142","D061","Area 142","Industrial",7112,13,0.55074059174606,0.0025918050497932,1867.67118944214,0.173210146131464,6.74299547458728,-0.311975501970445,1.05913160188606,0.202377581437328,3.06458030629118,0.677382024232115,10.0105049270661,0.0276806859614004,438.238138687652,24.0499686431058,0.644512963257628,0.00000000469004177490228,0.675212425658928,0.00000000450938887881957,0.675296039033521,0.637870875485068,"Reliable"
"SA0143","D039","Area 143","Industrial",3314,48,0.441965805498382,0.00451694958398362,2867.58087894197,0.0772025405820166,6.9311690455972,1.39007654000939,0.932519632285157,0.566331280995715,91.6401784896326,0.531492079751635,8.87484187218261,7.6717359226931,976.677468121033,24.9177080665389,0.491537083207026,0.0000000434881953343813,0.489860991632633,0.000000041542802574847,0.48995871138366,0.475492435792358,"Reliable"
"SA0144","D040","Area 144","Industrial",687,64,0.278437827360699,0.00540335758895745,1006.71920752658,0.270969549724844,4.40759364460421,0.740118683721272,0.606140820855483,0.514966039724501,66.4110523143547,0.76446138298491,7.96871032340927,3.61322716344148,995.097459972748,23.7762058359467,0.726471500551702,0.0000000844860200704461,0.737837002996697,0.0000000849940860204062,0.739178277382238,0.600017250305898,"Reliable"
"SA0145","D005","Area 145","Urban formal",2454,31,0.454670172536148,0.00468950736556421,853.861522617903,0.103448148476982,7.31362936995957,0.620711203685432,0.904867538285706,0.212978129638297,0.53319120493697,0.443865829738362,1.34600845864043,9.34136167126608,854.913765709562,21.7849938265616,0.655761085876283,0.0000000502192322441862,0.666962219182998,0.0000000482563933718292,0.667429080798609,0.603274605188943,"Unreliable"
"SA0146","D033","Area 146","Rural village",11771,79,0.262447923837155,0.00494892423510684,990.141705620774,0.14725211209647,15.6430576118521,0.385623292835957,0.206865011390938,0.316643700562443,58.2518539403079,0.830084496513814,1.05714932084084,1.01408403366804,447.96880420922,19.2022469313262,0.481115699111648,0.0000000688253817371259,0.485103796336642,0.0000000598385213407569,0.485649121783884,0.418307034586796,"Use with caution"
"SA0147","D045","Area 147","Rural scattered",7228,67,0.303289047372006,0.00253679719712198,572.35024062041,0.0645700540667101,13.3748361846822,-1.17999718183316,0.227164832805861,0.553270382729054,7.19590037340321,0.810088010417585,1.70219461200759,11.8253536689206,836.075773357333,19.1650231649106,0.418324958377653,0.00000000486080183620001,0.427413636947835,0.00000000413869672436794,0.427493515341703,0.390176260075086,"Reliable"
"SA0148","D129","Area 148","Urban formal",3811,38,0.35293089509496,0.00931258121519114,874.886019494019,0.359361085029782,9.21733687778776,0.141049328128845,0.977311806626676,0.182833079689299,0.366218195083536,0.544536133808009,0.651731876976157,21.7512483268846,751.666762328744,22.0193439422278,0.640100498469723,0.000000608045781855461,0.636833645739053,0.000000745641631876594,0.639295768748559,0.551662820545825,"Reliable"
"SA0149","D135","Area 149","Rural village",2816,26,0.253739112386385,0.00485776314426688,1125.19217704332,0.270635756895056,10.6418327527282,-0.240771197182608,0.854213436721298,0.305762463692181,22.4231586463562,0.615765968101256,5.78625587725496,9.32970448355091,1085.44905201143,27.9973706760434,0.53529834329229,0.0000000523708035633118,0.522264488849909,0.0000000555548152207861,0.522898151348201,0.441706875910852,"Use with caution"
"SA0150","D008","Area 150","Rural village",2789,22,0.415157909800713,0.00272282380013539,1007.80376223578,0.396721543482536,10.8263961166989,1.20534734907237,0.500093448505376,0.377218435072323,12.6645634919567,0.713707240021308,0.683628465048969,1.28707284312688,869.37708923421,22.502666406174,0.666853597630073,0.00000000570406347651708,0.672418161981914,0.00000000549232585694694,0.672608888801658,0.595240086327554,"Reliable"
"SA0151","D012","Area 151","Rural scattered",3376,21,0.56171783276051,0.00256000559619484,803.372683770686,0.477547904982275,6.87020439266719,-0.295080263209954,1.14614686025081,0.505464239634487,9.40285526796401,0.706862681643096,21.1971330985385,7.95179717200709,749.2227006495,17.8367296468354,0.827493223256514,0.00000000501724576861908,0.826969260276253,0.0000000042921919083637,0.827143096211802,0.74739383202153,"Unreliable"
"SA0152","D042","Area 152","Rural village",12546,50,0.140710631562167,0.00833572165287944,461.530280912164,0.212727484899532,10.3718883672587,-0.839381735354162,0.563904211894073,0.330953535761494,31.4049660448413,0.697053982542956,0.734334695686483,13.2917428012462,1387.90546678563,24.1202523949741,0.555205866280424,0.000000530137558685492,0.552338305806837,0.000000479474582443551,0.555198470054587,0.428850003533436,"Use with caution"
"SA0153","D045","Area 153","Industrial",8208,41,0.602436763382283,0.00575720931139929,1572.07308315144,0.092043458574552,3.04931799413784,0.0982383154309253,1.02003110730887,0.145578581649044,0.654273306815707,0.33882641536986,0.0647702814937385,5.38619469851255,355.629581610043,26.1128966914616,0.669898017471886,0.000000106213992467668,0.677286782540575,0.00000010949920545531,0.677534876365105,0.654831776793087,"Use with caution"
"SA0154","D124","Area 154","Urban formal",4728,56,0.221645847392037,0.000556811977267829,2132.95539158615,0.206030920978948,6.31272081030276,0.861277614211763,0.653345250430116,0.488068599468444,5.90494186376068,0.484468090853513,5.12858585100652,27.3029665077541,901.914116385164,17.844150639019,0.607540287747657,0.0000000000115023302361471,0.602272150870301,0.00000000000961215597955605,0.602283951792152,0.488084259826822,"Reliable"
"SA0155","D005","Area 155","Commercial",2148,87,0.243721770241635,0.00371271739392019,305.803585474021,0.238372809512403,10.9463414540618,1.5864613985085,0.599529026804349,0.174253396145457,7.53968954545702,0.616112799096465,3.20226354990155,12.7831191006572,995.494710997721,18.4636326022838,0.573842411335409,0.0000000153626339892292,0.571941792986572,0.0000000189744562722435,0.57239422034254,0.473475786163091,"Reliable"
"SA0156","D081","Area 156","Industrial",5222,94,0.140939773671995,0.00898012468312687,462.943678563558,0.0813057802481429,5.78098015371995,-1.75828901294011,0.848187296916242,0.483047512025653,8.26854370403078,0.375251856495918,3.73110740347438,0.753226215019822,393.749590114585,23.3115280620478,0.649766660172122,0.000000545041341685861,0.65691543571367,0.000000645121100896192,0.661076399635094,0.502122737101167,"Reliable"
"SA0157","D056","Area 157","Urban formal",1407,43,0.129849637477985,0.00343911473170875,299.545780232623,0.269247144715066,6.46759026107273,1.57393320807644,1.19194214634563,0.502652762912537,10.8417085319255,0.358587297402635,0.187444616632808,5.04674123134464,955.0799521744,22.9176748086797,0.716751351792085,0.0000000153470898492116,0.745419286075382,0.0000000139724736487359,0.746147351701316,0.560748391496163,"Reliable"
"SA0158","D064","Area 158","Industrial",903,63,0.502090474017568,0.00836366057432157,1048.45476172525,0.142134465442373,12.6862504388061,0.556343103011293,0.744893343269768,0.334813816953478,9.29922472159174,0.543166611314715,2.33697855612263,2.88489860220379,1364.23448130452,21.9209475030352,0.379180810555609,0.000000390004565562474,0.399790819370732,0.000000485912697641873,0.399075224916294,0.430480715764783,"Reliable"
"SA0159","D142","Area 159","Commercial",1126,52,0.150460613158487,0.0127444371569454,2656.49709644531,0.227518810221476,8.24872424739515,0.949291445650799,1.32936291776066,0.461887027618393,1.88612403105107,0.830307311029379,9.14009844842267,1.01549999322742,918.425951937453,23.1229951417068,0.676193450968514,0.00000221275958429127,0.662566885746482,0.00000259588513622932,0.67088455056957,0.508935003970084,"Use with caution"
"SA0160","D034","Area 160","Industrial",3356,50,0.380550658293004,0.00461417066716587,716.117631597165,0.222663421378592,10.1295705296842,-0.0792938070048651,0.591795515776925,0.339515903169278,7.39164997246484,0.516864360607525,2.7531338064,14.1339321910364,727.451446394139,20.6628743186316,0.44282121607518,0.0000000430251274980863,0.461363592927639,0.0000000452325384626137,0.461535648279456,0.437119712537249,"Reliable"
"SA0161","D104","Area 161","Urban formal",5296,20,0.210951519689992,0.00796979296937393,844.461683147202,0.248210637726308,5.62089975760773,-0.616392515262938,0.702845099063686,0.326467170552528,3.14149915585243,0.673437292093013,2.8359137265943,23.1395731667492,637.367232256827,19.077763898317,0.784359271016797,0.000000395672308376283,0.778889804883594,0.000000400902116627082,0.782497212564518,0.608508319325514,"Reliable"
"SA0162","D111","Area 162","Urban formal",618,43,0.43209113050641,0.0104424279395826,983.64796669849,0.359801493305637,7.82064306293355,-0.166302823667995,0.837895214008765,0.25921236167298,9.27931472562712,0.602112350378953,2.04954457469285,0.0436458876356483,771.626430767786,23.1424702950452,0.653315104760819,0.00000117721949997021,0.631878220764611,0.00000117623973996243,0.634056785130676,0.571942093687151,"Reliable"
"SA0163","D125","Area 163","Urban formal",443,39,0.348579276322455,0.0163810304818682,1915.70783754108,0.341343763143692,7.66507562523011,-0.140233799417148,1.11027380426909,0.273158138593346,1.19388428310783,0.879841487470938,2.61466985102743,3.57606817183627,1243.80296225214,21.4237098191823,0.662823911548824,0.00000663586912501917,0.671522055998928,0.00000701236819470773,0.680187843115924,0.574639222095986,"Reliable"
"SA0164","D012","Area 164","Urban informal",1833,91,0.17340873903239,0.00184480318495002,847.10603719191,0.144915058015537,9.60453976478958,1.00079158552167,0.768983272085055,0.51187800902936,3.04164141388199,0.745261189094035,6.01730864008373,2.06813128538154,802.32621419246,22.448819052145,0.51508762683699,0.000000000946052465270028,0.518241124783689,0.00000000115785021519575,0.518358481547849,0.414791409058299,"Reliable"
"SA0165","D135","Area 165","Industrial",2403,41,0.0520764971724062,0.00765378306586872,1181.51394596423,0.0507868680493835,8.6071335382233,0.271196165706841,1.58554933721706,0.28214411725318,13.9434325340067,0.655701368439352,3.63474117105311,14.306042882705,990.917164802161,20.0178607758823,0.517143214005174,0.000000342880239445568,0.502414327607298,0.000000341167696555829,0.50505242441621,0.367312978476831,"Reliable"
"SA0166","D066","Area 166","Rural village",642,38,0.186212080151317,0.00406261727423174,540.76600149725,0.459671287695341,6.36667831370835,0.472486135957957,0.589472944087411,0.523594844893377,46.9385902814891,0.682405505189234,3.00712239928544,0.166240348620678,1013.37310307182,22.7793705065445,0.752013347235399,0.0000000220190178558096,0.778944686765493,0.0000000271961505834358,0.779922983582108,0.60112490478124,"Reliable"
"SA0167","D052","Area 167","Rural scattered",1779,57,0.341328368868038,0.0055348016486732,830.044662050323,0.0548354950464083,8.17143549440545,2.54660901090771,1.0861724592328,0.220489193710502,5.54023045896553,0.541996729554108,7.66454905229521,5.46135932207108,357.068703102139,28.034917436894,0.462539515111143,0.0000000939295586395421,0.472384746890607,0.0000000935577699086407,0.472786225382908,0.433067833483836,"Reliable"
"SA0168","D131","Area 168","Urban informal",765,47,0.245236970523437,0.00387908450098356,1256.80242339891,0.530324040415016,9.5910676878939,-0.262344724086528,0.886716588482511,0.653272906873338,2.82712411857271,0.640930339274499,6.63485008270896,0.444805409215502,783.426831087164,21.0363779197069,0.638700949363767,0.0000000207922890211712,0.63989310684309,0.0000000226080943238182,0.64048695763556,0.521496265947194,"Unreliable"
"SA0169","D084","Area 169","Commercial",2663,52,0.202282536363811,0.00487102554551782,1665.46281431391,0.0891836960486168,9.87006139466196,1.02145627663022,0.826783906918861,0.402138083638146,6.36624096370013,0.52142865428856,3.05443824194305,9.9465320692846,1371.33336851444,26.1101685189637,0.440653265634268,0.0000000626346171908356,0.456275016865952,0.0000000561632722893905,0.456877662027096,0.38007727271531,"Use with caution"
"SA0170","D048","Area 170","Urban informal",3509,28,0.396456608256391,0.00229881672873196,1843.0371920746,0.203407049245076,6.83919059943397,-0.33550438201305,0.919031542042027,0.353110037002467,2.59470168926954,0.660649439343744,6.11192984485483,4.27278619259596,328.715399301532,20.7999913481973,0.654109221672631,0.00000000224820881248849,0.630727359147727,0.00000000279118068216548,0.630851160893059,0.560446133880326,"Reliable"
"SA0171","D044","Area 171","Industrial",4341,10,0.423266139622422,0.00117108452738525,543.713710398409,0.151435466476945,5.842766290997,-0.445973271645432,0.404644093367829,0.406808997551398,0.548922415747002,0.230369772371548,1.57480141380802,1.42458255330133,413.388057928453,22.7701060462001,0.662741911622794,0.00000000017783439688211,0.678973194552052,0.000000000188058693818438,0.679008263214062,0.602261078073163,"Reliable"
"SA0172","D045","Area 172","Industrial",3453,62,0.113414413313667,0.00296063809911424,563.516365340659,0.213434109476566,10.5457920402445,1.21642907309817,0.879700324454467,0.541594932402207,27.5243830916453,0.504907623279678,3.91987423391497,2.71206590346992,512.607035389662,20.617842555057,0.605883345055014,0.00000000803062490025995,0.632626836179752,0.00000000767645636338137,0.633081945492232,0.476863109319927,"Reliable"
"SA0173","D023","Area 173","Commercial",1692,15,0.51742684040146,0.000271222431308815,463.160108179797,0.053825781094356,8.73153680421462,-0.184241647406662,0.710144890710282,0.149592330193434,31.6039790801106,0.786374088542367,0.905199663247913,6.77672393154353,736.819173685689,21.7856601081141,0.553306224117181,0.000000000000529487770678769,0.55811161468184,0.000000000000541127025430347,0.558111913965578,0.545906182397726,"Use with caution"
"SA0174","D088","Area 174","Rural scattered",1128,72,0.369153560395293,0.0000665922949852019,1158.35936811097,0.259718020979384,6.45984019410317,0.195131678474719,0.437297911651446,0.364849592044961,15.126528767648,0.388561639890619,2.68361129099503,15.4326895543793,829.516017403157,28.4877127165861,0.729103691879397,1.97863576611417e-15,0.736161879833053,1.96650808717251e-15,0.736162042584131,0.626059384001725,"Unreliable"
"SA0175","D117","Area 175","Rural scattered",4659,85,0.156149089982503,0.000384261767648773,697.564106454787,0.393882603799322,6.47683394408369,-0.0688401053007879,0.843558737929753,0.502309307686321,3.07736674355882,0.716299558330393,4.51775005703863,0.0247880389056197,719.142122177386,17.7555248531914,0.706486979847085,0.00000000000186967925430339,0.709391183615773,0.0000000000021802299048466,0.709399352628424,0.543418555525792,"Reliable"
"SA0176","D087","Area 176","Urban formal",1846,51,0.544842632301906,0.000895792036479372,2832.28739207483,0.264709212460924,8.08180010734032,0.43627181928303,0.79216724306201,0.65036768259903,1.26067378278037,0.746339836175684,0.816783364862204,4.82682463247329,925.55425961406,21.3532400834681,0.595829312075874,0.0000000000516211115249198,0.60230489002305,0.0000000000643863699845656,0.602309501043838,0.585066212706706,"Reliable"
"SA0177","D026","Area 177","Industrial",1102,81,0.251230562738969,0.00130292733414948,1059.68234002195,0.27087688258643,10.0167370909049,0.65603250285813,0.753240551564188,0.300363617233394,14.3820903991143,0.752672769879963,12.5971139688197,1.34965926831747,406.351733104979,22.4408162878651,0.552509227369492,0.000000000243871714146473,0.579303307990519,0.000000000288142327949959,0.579359002264025,0.480881484415054,"Reliable"
"SA0178","D097","Area 178","Commercial",1403,79,0.577081761964374,0.000955333989830536,466.2134215372,0.1492950387507,9.14748611687612,0.413202114698696,0.534673711076752,0.317168125657297,0.451468811481955,0.734349365977787,2.36549437511712,1.18573425337672,681.882290776645,23.2749967783182,0.640254166735203,0.0000000000830589516492888,0.638953447585259,0.0000000000832877796531051,0.638959094385279,0.620391941898993,"Use with caution"
"SA0179","D042","Area 179","Urban informal",2861,67,0.364669608265832,0.000763069232710003,1496.02081610734,0.315751163088438,7.90366371206695,-0.207718984028749,1.3286157506747,0.25317545051961,15.5346996517975,0.364274565293584,28.8876621338054,1.35152479168028,894.287543577869,22.6338643332608,0.647488809902617,0.0000000000326814364049675,0.628583782407882,0.0000000000339024032074324,0.628599149461323,0.549409530165267,"Reliable"
"SA0180","D055","Area 180","Urban informal",4975,41,0.112687400147853,0.00330529532062977,1187.54048719615,0.257446712200223,7.01605078782703,0.323987021651462,0.774209580724955,0.623512873593204,3.0060450060347,0.702190248254221,4.74080749766386,1.45277452655137,273.694132067482,26.5880741814002,0.699937827056824,0.0000000141433520241725,0.662882134215895,0.000000011922487297036,0.663483220706032,0.497823713995483,"Reliable"
"SA0181","D091","Area 181","Urban formal",2271,56,0.2749673852077,0.00392616568655771,2407.57946862018,0.176097692609126,6.83403630910094,-0.105709744985359,0.706921596919192,0.316877620895718,1.97964738713126,0.546131016131466,8.84160773786616,9.79416632982803,746.612144780557,24.0524271000224,0.618933077925429,0.0000000278218950060037,0.580746185760294,0.0000000237249634885948,0.581217536962427,0.489012545594516,"Reliable"
"SA0182","D114","Area 182","Industrial",2437,21,0.217400117502644,0.00210452662980663,2986.94306990054,0.179308957902778,9.24142389234413,0.0510850304249164,0.609229714400138,0.473776603985205,24.2829192569804,0.725009860112885,2.95292299240828,2.75758811272681,893.500663144839,24.3794412449544,0.527774034090831,0.00000000194341551683687,0.479818764898965,0.0000000019607643140933,0.479934990966443,0.401093170680069,"Reliable"
"SA0183","D089","Area 183","Rural village",3851,13,0.323102747178974,0.000849539401932865,1830.28585414032,0.324572984558148,9.92314240683691,-1.92651129065462,0.439050089037797,0.379114798285903,0.591595817916235,0.756741507800108,0.0248009897768497,19.1099991082194,710.336338314655,25.8705526608568,0.657405658623119,0.0000000000513104383820679,0.648610482340334,0.0000000000520838120405902,0.648633974793305,0.550958161791926,"Unreliable"
"SA0184","D108","Area 184","Urban informal",2108,89,0.185121312875928,0.000494334671874052,1241.0582085081,0.205597548144151,7.33150871963441,1.12081263942771,0.953443152439181,0.585613618561324,37.3348912819149,0.374153023215584,6.40649598763554,3.36566050536931,422.452721623948,23.500669289984,0.72323896766816,0.00000000000655297695425659,0.717196046269061,0.00000000000597136580098827,0.717209048407344,0.557573626251121,"Reliable"
"SA0185","D087","Area 185","Rural scattered",1789,42,0.309642668833602,0.00321100761169571,1757.71905609642,0.0646855841758066,14.6011052593185,-0.124997920467675,1.31189842627162,0.339726230593389,68.5414090274609,0.69412750817668,1.71246424084529,0.245556384325027,1289.93066268458,22.3880089262217,0.325291317847481,0.0000000113475342075768,0.345095119280337,0.0000000106198354743393,0.34513167277712,0.334459384146316,"Reliable"
"SA0186","D136","Area 186","Commercial",660,91,0.218541515061183,0.000404788739935258,873.628555132035,0.0945904641490288,12.5297207801275,0.726446561061061,0.854851824278476,0.411777373004108,16.9349567307533,0.622741568229092,8.25584917287243,1.09943257190697,953.545788901649,20.6248967091313,0.433908373626354,0.00000000000245787880102496,0.440480574173607,0.00000000000268476684935274,0.440484210732179,0.37389885643988,"Use with caution"
"SA0187","D145","Area 187","Industrial",11775,61,0.389060721802143,0.00251077498584223,1123.32842332633,0.1612766918794,8.64482680746919,1.68188464994259,0.712125519319475,0.608095883094236,2.79937712793573,0.823072028353032,2.02608731109649,5.82302323542535,298.495967141217,26.6019166720193,0.698670954423169,0.00000000336897796924165,0.665050449210275,0.00000000397152664320755,0.665224432886858,0.582253530987836,"Use with caution"
"SA0188","D126","Area 188","Commercial",4771,67,0.17931684638383,0.0105745089372497,1679.02233893657,0.342326600386369,6.37066979991448,-0.211243636339547,0.895513018174106,0.232717293657044,1.81203678827332,0.493673722897294,0.167122759942913,44.4553359200187,564.83628248208,24.8638699474347,0.665464984560416,0.00000110265135066595,0.706005602521295,0.00000123654946519919,0.711895048794188,0.547998975680055,"Reliable"
"SA0189","D066","Area 189","Commercial",1627,18,0.582622444562749,0.00247629566243799,3424.47023925421,0.304030670674136,6.11820012060842,-1.12004052029099,0.896614282376269,0.398714330266543,0.575056274878578,0.774758490894918,7.69291137041046,14.2106602332535,910.962145928699,23.6620746698856,0.606019793661613,0.00000000405657288782305,0.629067801093226,0.00000000375788735938046,0.629096281572597,0.615134194134083,"Reliable"
"SA0190","D110","Area 190","Rural village",3376,43,0.411982482811283,0.00819992155968013,3606.18153781994,0.180904422607458,5.0499723754266,1.58719097410657,0.499444385469602,0.327588542229125,8.76385351491586,0.767066393389878,1.63624219769683,6.99003194416774,837.636409756522,24.1355336384199,0.597136045901673,0.000000484158530194277,0.595090998065031,0.000000449084871549969,0.596322196166241,0.540158443488907,"Use with caution"
"SA0191","D004","Area 191","Rural village",1933,94,0.269411330357074,0.000475776959482385,1099.31186698319,0.0753903209335715,7.5066904944459,0.587288499158167,1.03044205029818,0.228558907368578,28.0053848094234,0.868976728584522,3.24163511861116,11.8716184883834,961.61331051914,25.9754966406154,0.656398379557514,0.00000000000463976399847757,0.660547590666197,0.00000000000512393716740593,0.660556444571899,0.54320671257346,"Reliable"
"SA0192","D002","Area 192","Rural village",15351,99,0.080752403313031,0.00115068927608884,386.711576409692,0.0550861504841179,11.1002489491998,-0.930177798126605,1.03016878052901,0.602626654543876,6.88886922944525,0.316252530340302,1.7106994567439,46.0800691296287,1398.32796008951,24.0781603015566,0.486815652072466,0.000000000166229073411407,0.509238543363177,0.000000000175297112410458,0.509295278604964,0.380692701348133,"Unreliable"
"SA0193","D114","Area 193","Commercial",17292,40,0.185874993606448,0.00231064769185655,2583.85518493192,0.419472861705105,4.17878590036964,-0.199483431291788,0.806491222151331,0.250122735396756,3.29829517650988,0.776224797885646,3.65161142157803,10.1335588239204,645.539088686158,16.9260155329683,0.80444507803115,0.00000000255941125378493,0.827992082284728,0.00000000284907000069098,0.828334914554387,0.635356955681244,"Reliable"
"SA0194","D029","Area 194","Urban informal",1920,71,0.269810220932112,0.0132298093353984,707.434991396078,0.151624549681634,10.4431147148788,-1.34881447873908,1.0826168758677,0.303424308399695,4.23225378987552,0.462378905180589,1.88741337606218,0.716159205354183,560.421034148898,19.6897549045885,0.494304441885082,0.0000031605714574998,0.509267776388298,0.00000301077800278896,0.513458950619023,0.437430509751442,"Use with caution"
"SA0195","D079","Area 195","Urban formal",4668,95,0.396135830300804,0.00989649313491325,419.034050351947,0.354695988796898,7.79148270287961,-0.398578560141587,0.907716462171959,0.334216484517387,53.470726492635,0.682085303975648,1.22222274309024,1.88585814554244,1098.61219007575,25.4484907555067,0.773883636043054,0.00000108346329405196,0.797318569116195,0.000000949931961573911,0.801247775983097,0.676963747471577,"Use with caution"
"SA0196","D100","Area 196","Commercial",1391,74,0.303275773188601,0.000257288131642094,854.158314210969,0.307852228449368,10.6371602690739,-0.667428891411712,0.512204405043743,0.226628443698296,14.3516621309039,0.614475393255195,0.747673472257108,5.28450328391045,740.12447130755,24.0475090831124,0.588175297159468,0.000000000000368904785039571,0.61690134894527,0.000000000000438203798742598,0.616903425058223,0.522813676218269,"Reliable"
"SA0197","D116","Area 197","Industrial",894,21,0.474337169492115,0.0105870387574712,573.221025942222,0.414733360101769,5.89193929151582,1.57805426249021,0.692656461488458,0.355614640584494,1.81294766203329,0.515636285242501,2.82292098971084,28.0002137256746,808.620839565601,16.4845958996019,0.922396659875179,0.00000112891022559827,0.905852021041679,0.00000124238810189844,0.910688672069344,0.77639756557681,"Unreliable"
"SA0198","D144","Area 198","Urban formal",2649,62,0.155598104822888,0.000239255154216436,1090.7298868292,0.280075332485101,8.44700695856762,0.026252192162897,0.806941107174346,0.243233404859377,1.61347167766157,0.39556792442732,0.723808254115283,10.3805462115113,493.457330056603,26.2329094383739,0.736547217105308,0.000000000000339819989724836,0.733712379033659,0.00000000000032767455913036,0.733715688334865,0.560278096770428,"Use with caution"
"SA0199","D150","Area 199","Urban informal",2334,96,0.148232963974653,0.00105952695399148,930.110019653078,0.140446672062167,6.85865498897603,0.837230360002987,1.10803205020492,0.531919983203695,2.5773378121833,0.509947039479832,7.73795485167175,5.82144095096737,932.857641113067,19.9845192008036,0.6840315455613,0.000000000143518407675069,0.671605598975289,0.000000000126008339004707,0.67166435264945,0.514593808475098,"Reliable"
"SA0200","D107","Area 200","Urban informal",1389,65,0.412705848587336,0.000483494449036188,604.418460256355,0.412241518166487,6.85624414309824,-0.346996073371934,0.353575872808096,0.477382133152269,1.38714203578803,0.749642411389254,2.39507339894772,1.03943221381153,976.418974418905,16.3322234119735,0.834410829691617,0.00000000000585479414119972,0.816483695025477,0.0000000000054645677801355,0.816493134014305,0.695350341094035,"Reliable"
