"ea_id","country","province_code","district_code","stratum","urban_rural","ea_type","total_households","total_population","households_listed","longitude","latitude","elevation","road_distance_km","health_facility_km","school_km","market_km","mobile_coverage","accessibility","last_census_year","listing_date","selection_probability","psu_weight","quality_flag"
"EA01448","Angola","P8","D18","Angola_Rural","Rural","Village",145,718,151,29.5978494267911,-31.6893925098702,1431,30.8981663812184,4.84640534501523,5.53446363171047,7.89141305823011,"3G","Moderate",2022,2023-01-05,0.000273232796226749,3659.88275862069,0
"EA01449","Angola","P7","D18","Angola_Urban","Urban","Mixed",225,895,229,33.0548459477723,-27.9558707028627,785,1.9372264505364,4.13447869475931,1.2182055786252,20.3681753290104,"3G","Moderate",2022,2023-08-17,0.000423981925179439,2358.59111111111,0
"EA01450","DRC","P2","D18","DRC_Rural","Rural","Settlement",106,368,107,33.8613343192264,-21.542531971354,432,3.66688092227492,3.08856148870488,1.77025445342173,8.41678393771872,"3G","Very Difficult",2022,2023-03-13,0.000199742595862313,5006.44339622641,0
"EA01451","Lesotho","P6","D12","Lesotho_Urban","Urban","Mixed",216,808,220,28.1692157266662,-10.4793378827162,1062,19.8921340041536,5.8843458397314,0.640213224350864,11.5342348062651,"2G","Easy",2022,2023-08-03,0.000407022648172261,2456.86574074074,0
"EA01452","Comoros","P3","D8","Comoros_Rural","Rural","Village",92,288,96,18.7076566834003,-6.68834829470143,1493,23.1474636344913,21.1409771681312,0.697336005978286,6.02659387048334,"4G","Difficult",2022,2023-12-29,0.000173361498295593,5768.29347826087,0
"EA01453","Comoros","P3","D20","Comoros_Rural","Rural","Village",60,204,63,17.5099494960159,-13.6474817828275,1071,4.17270796056779,1.73477025224068,2.19885850790888,27.4741673456941,"None","Difficult",2022,2023-06-16,0.000113061846714517,8844.71666666667,0
"EA01454","Botswana","P5","D21","Botswana_Rural","Rural","Village",84,357,85,30.1653039874509,-22.8226198907942,1311,75.373024861784,12.241178350103,0.73120257615676,4.58654352463782,"2G","Easy",2022,2023-04-22,0.000158286585400324,6317.65476190476,1
"EA01455","Lesotho","P4","D23","Lesotho_Rural","Rural","Settlement",55,226,52,19.2306403396651,-8.11699295882136,1088,79.1557198348356,5.66070914268494,5.0602627636627,0.38115494093679,"3G","Easy",2022,2023-10-14,0.000103640026154974,9648.78181818182,0
"EA01456","Lesotho","P2","D10","Lesotho_Rural","Rural","Settlement",93,352,96,24.0127308480442,-22.7441658359021,569,10.9365436597727,29.2095690355985,5.36811361999667,1.58397031198944,"4G","Easy",2022,2023-09-25,0.000175245862407501,5706.2688172043,0
"EA01457","Lesotho","P6","D11","Lesotho_Urban","Urban","Formal",106,449,106,34.609719668515,-26.1968094948679,846,22.9216620506401,16.0495449013611,2.64781172017271,0.24052781348848,"3G","Moderate",2022,2023-09-05,0.000199742595862313,5006.44339622641,0
"EA01458","Angola","P2","D16","Angola_Rural","Rural","Farm",21,56,21,19.4577524811029,-26.1925161932595,1078,32.5836926455352,23.570013398907,0.373860197141767,43.8912205000348,"4G","Difficult",2022,2023-11-02,0.0000395716463500809,25270.619047619,0
"EA01459","Botswana","P4","D24","Botswana_Rural","Rural","Settlement",87,393,85,24.8672608146444,-18.8537969253957,1584,10.6022848398425,6.52508938219398,7.10041023604367,6.99603200890124,"3G","Easy",2022,2023-12-01,0.00016393967773605,6099.80459770115,0
"EA01460","Angola","P1","D5","Angola_Rural","Rural","Village",55,268,59,28.4874002076685,-34.8592832544819,631,3.47568392753601,40.4110710860646,0.461001079529524,4.05947108287364,"4G","Moderate",2022,2023-10-20,0.000103640026154974,9648.78181818182,0
"EA01461","Angola","P2","D14","Angola_Rural","Rural","Farm",99,403,90,31.1500554950908,-16.9664449966513,999,18.6016688112843,9.00522133454313,0.499278797967725,5.69484197469784,"4G","Easy",2022,2023-04-01,0.000186552047078953,5360.43434343434,0
"EA01462","Eswatini","P3","D25","Eswatini_Rural","Rural","Settlement",91,390,89,25.2096130745485,-13.3420518040657,673,41.9992738382375,8.37550980245313,3.08882684446871,14.7474545721168,"2G","Moderate",2022,2023-10-13,0.000171477134183684,5831.68131868132,0
"EA01463","Lesotho","P2","D17","Lesotho_Rural","Rural","Village",62,232,67,22.9251275304705,-8.34160348866135,591,54.4819782922202,5.63573597930372,3.88570366792424,4.57218045601621,"2G","Easy",2022,2023-04-07,0.000116830574938334,8559.40322580645,0
"EA01464","Comoros","P7","D14","Comoros_Rural","Rural","Settlement",45,165,47,34.8052646685392,-24.4604994053952,536,88.4074637148172,0.894468684236214,1.52940042084083,11.7247035674037,"3G","Difficult",2022,2023-08-20,0.0000847963850358877,11792.9555555556,0
"EA01465","Angola","P1","D8","Angola_Rural","Rural","Settlement",72,321,68,32.9913873178884,-11.4799452805892,1164,20.9369243577796,4.87693725153804,5.62904052881009,0.95671203849939,"3G","Difficult",2022,2023-03-10,0.00013567421605742,7370.59722222222,0
"EA01466","Comoros","P5","D6","Comoros_Rural","Rural","Village",86,324,94,28.8811897626147,-20.7212682790123,1230,69.9142418366558,9.8388335649472,5.54664834381497,14.7092747635426,"2G","Easy",2022,2023-03-16,0.000162055313624141,6170.73255813954,0
"EA01467","DRC","P7","D17","DRC_Rural","Rural","Village",152,574,144,23.0668486608192,-32.7293339581229,451,11.9530928903259,3.24919425416738,14.8029611996355,9.32779900263995,"2G","Easy",2022,2023-04-26,0.00028642334501011,3491.33552631579,0
"EA01468","Angola","P5","D13","Angola_Urban","Urban","Formal",60,193,56,16.6645444650203,-14.5060291513801,1379,23.0219621312882,25.9068806270573,1.62107384965004,11.6157622815328,"3G","Difficult",2022,2023-05-25,0.000113061846714517,8844.71666666667,0
"EA01469","Angola","P2","D17","Angola_Rural","Rural","Settlement",61,276,58,34.541407385841,-5.45368030900136,779,21.1860065717,1.43664604635305,8.56131805064988,9.60577225545421,"4G","Difficult",2022,2023-12-06,0.000114946210826426,8699.72131147541,0
"EA01470","Angola","P7","D11","Angola_Rural","Rural","Settlement",125,559,124,34.7490777401254,-23.9676663535647,1058,17.1434499556199,34.574538204366,0.0349545947770467,11.740868333097,"2G","Easy",2022,2023-11-09,0.000235545513988577,4245.464,0
"EA01471","Botswana","P7","D14","Botswana_Urban","Urban","Formal",169,673,171,NA,NA,601,49.852631704644,24.6465071464393,19.8405372620302,2.73745570582388,"None","Moderate",2022,2023-01-18,0.000318457534912556,3140.13609467456,0
"EA01472","Lesotho","P3","D1","Lesotho_Rural","Rural","Village",70,347,67,20.5924957757816,-26.5452543320134,319,0.722974352538586,3.09002947527915,1.37402439024299,5.42555389227346,"3G","Moderate",2022,2023-12-23,0.000131905487833603,7581.18571428571,0
"EA01473","Lesotho","P6","D20","Lesotho_Urban","Urban","Formal",180,817,166,18.3720570709556,-30.4851439455524,300,0.295646190689979,4.25144139211625,1.72159619163722,16.3175858085262,"3G","Difficult",2022,2023-11-17,0.000339185540143551,2948.23888888889,0
"EA01474","DRC","P1","D7","DRC_Rural","Rural","Settlement",78,413,76,19.4982793461531,-19.2910535517149,913,42.0228020267046,8.28663232560938,9.95620541232538,1.08479375118509,"4G","Easy",2022,2023-08-25,0.000146980400728872,6803.62820512821,0
"EA01475","Comoros","P6","D20","Comoros_Urban","Urban","Informal",149,711,154,23.0618436075747,-9.38799657858908,479,21.004174578816,15.5075248969563,8.16865554968727,19.3909723491626,"3G","Easy",2022,2023-11-09,0.000280770252674384,3561.63087248322,0
"EA01476","DRC","P1","D3","DRC_Rural","Rural","Village",79,352,75,19.0354829700664,-9.21636783517897,1231,55.8737202981645,16.6091787806692,3.86687790859587,34.2395986742555,"3G","Difficult",2022,2023-01-19,0.000148864764840781,6717.50632911392,0
"EA01477","Eswatini","P1","D14","Eswatini_Rural","Rural","Village",66,340,69,20.850172736682,-14.1150916693732,341,39.0887898434812,6.05206251144409,0.100687625817955,8.98384195519611,"3G","Moderate",2022,2023-01-01,0.000124368031385969,8040.65151515152,0
"EA01478","DRC","P4","D2","DRC_Urban","Urban","Informal",217,822,221,34.9738848209381,-17.850597165525,1676,95.6076044288287,6.86415702104568,3.6893479970617,2.42789666634053,"3G","Difficult",2022,2023-02-27,0.00040890701228417,2445.54377880184,0
"EA01479","Angola","P5","D5","Angola_Rural","Rural","Farm",135,612,130,16.250262465328,-23.9986078767106,502,8.32671157550067,0.598586260894319,5.9552061799378,1.62300737947025,"None","Easy",2022,2023-05-28,0.000254389155107663,3930.98518518519,0
"EA01480","Angola","P3","D24","Angola_Rural","Rural","Farm",99,355,94,31.0878221830353,-20.5328894895501,471,13.6048934073187,3.15365876386227,0.383869423530996,5.47339162789285,"4G","Moderate",2022,2023-07-27,0.000186552047078953,5360.43434343434,0
"EA01481","Botswana","P1","D22","Botswana_Rural","Rural","Farm",45,165,44,31.3007655879483,-21.0800151666626,563,5.73551716515794,0.747872051963715,29.5015215111857,2.79638026790273,"3G","Very Difficult",2022,2023-07-31,0.0000847963850358877,11792.9555555556,0
"EA01482","Comoros","P1","D25","Comoros_Rural","Rural","Settlement",66,291,66,25.5385720962659,-10.7871187548153,904,8.16459453199059,16.9647265739369,4.18541764819479,3.4090707055293,"2G","Difficult",2022,2023-07-31,0.000124368031385969,8040.65151515152,0
"EA01483","Angola","P1","D15","Angola_Rural","Rural","Settlement",36,172,36,30.0048928428441,-32.4908730247989,568,61.3241575161153,7.96842680226663,0.563951877411455,57.3630685420865,"4G","Moderate",2022,2023-08-24,0.0000678371080287102,14741.1944444444,0
"EA01484","DRC","P7","D22","DRC_Rural","Rural","Village",54,234,55,28.9591815182939,-14.640431208536,-121,12.9934622324072,2.35306914610585,3.67770167046642,13.3589040847948,"None","Easy",2022,2023-03-03,0.000101755662043065,9827.46296296296,0
"EA01485","Lesotho","P7","D10","Lesotho_Rural","Rural","Village",91,352,85,33.8024565484375,-8.52153507992625,831,10.1832748157904,4.57325813826174,6.64890900698906,10.7400106725501,"4G","Easy",2022,2023-06-18,0.000171477134183684,5831.68131868132,0
"EA01486","Botswana","P4","D12","Botswana_Rural","Rural","Settlement",42,179,42,23.8469554949552,-8.11576453503221,840,30.2143794815901,37.4646844507611,0.903405323624611,8.90298569574952,"4G","Moderate",2022,2023-03-28,0.0000791432927001619,12635.3095238095,1
"EA01487","Botswana","P1","D18","Botswana_Rural","Rural","Village",54,185,51,26.1371053755283,-7.70513136172667,458,33.4392028850246,7.73259993600559,3.90154269968575,0.719474362321009,"2G","Difficult",2022,2023-10-29,0.000101755662043065,9827.46296296296,0
"EA01488","Lesotho","P4","D23","Lesotho_Rural","Rural","Village",91,390,91,15.9246323583648,-27.0240099704824,1266,3.73238332123989,14.3417813988429,1.81341591762957,16.163651625927,"3G","Easy",2022,2023-07-07,0.000171477134183684,5831.68131868132,0
"EA01489","Angola","P7","D17","Angola_Rural","Rural","Settlement",128,541,135,25.2794880839065,-22.3319311533123,1652,21.2028188110917,2.92878450360149,1.79507045075297,39.6569008640667,"3G","Moderate",2022,2023-03-28,0.000241198606324303,4145.9609375,0
"EA01490","Angola","P6","D23","Angola_Rural","Rural","Village",62,300,61,17.861797939986,-12.5934965885244,963,12.5002087552503,9.18208320583117,6.61999994867897,1.53132606219916,"3G","Moderate",2022,2023-08-18,0.000116830574938334,8559.40322580645,0
"EA01491","DRC","P1","D12","DRC_Rural","Rural","Village",67,327,64,33.873246870935,-16.4839007658884,1049,12.0779076474719,2.57114992011338,9.63147819931519,7.17370751313865,"4G","Easy",2022,2023-07-17,0.000126252395497877,7920.64179104478,0
"EA01492","Comoros","P2","D12","Comoros_Urban","Urban","Mixed",112,326,102,32.1474142884836,-23.9789882162586,796,15.2867787645908,12.0895681339772,24.595294826125,2.25774657470298,"3G","Moderate",2022,2023-02-04,0.000211048780533765,4738.24107142857,0
"EA01493","Botswana","P8","D19","Botswana_Urban","Urban","Formal",198,998,199,31.9724229443818,-30.7520207809284,603,6.36078714160249,3.85618842672557,1.26567139301007,1.73459140115393,"3G","Moderate",2022,2023-02-19,0.000373104094157906,2680.21717171717,0
"EA01494","DRC","P3","D6","DRC_Rural","Rural","Village",89,419,93,23.8912213034928,-13.3268197695725,1207,16.6621551499702,11.163453226489,2.31040910584852,8.90928378794342,"3G","Easy",2022,2023-05-27,0.000167708405959867,5962.73033707865,1
"EA01495","Botswana","P5","D12","Botswana_Rural","Rural","Village",66,250,59,25.4628029372543,-16.9476551027037,1007,58.6623020904297,2.20651301555336,7.06673765296387,20.6448971427264,"3G","Easy",2022,2023-02-22,0.000124368031385969,8040.65151515152,0
"EA01496","Angola","P4","D22","Angola_Rural","Rural","Village",87,438,83,28.4045813512057,-21.8149502156302,1047,66.8391334327096,0.140202432372122,4.14530218016252,101.259766559965,"None","Difficult",2022,2023-05-26,0.00016393967773605,6099.80459770115,0
"EA01497","Lesotho","P4","D24","Lesotho_Rural","Rural","Village",66,315,62,28.5013507027179,-33.3887663600035,1132,1.04202167131007,19.9543808205965,2.89039357099682,16.7840703197973,"3G","Easy",2022,2023-11-13,0.000124368031385969,8040.65151515152,1
"EA01498","Lesotho","P5","D3","Lesotho_Rural","Rural","Farm",97,351,96,31.6471316618845,-15.8661870169453,1366,3.29651018837467,12.6847488615186,4.05617879216975,23.5233767318044,"3G","Moderate",2022,2023-08-11,0.000182783318855136,5470.9587628866,0
"EA01499","Botswana","P6","D5","Botswana_Rural","Rural","Settlement",46,164,43,31.1675728857517,-15.9449456841685,639,10.3108326322399,8.54040476393891,3.21442823158577,53.6232526661986,"3G","Difficult",2022,2023-06-04,0.0000866807491477963,11536.5869565217,0
"EA01500","Botswana","P6","D9","Botswana_Rural","Rural","Settlement",103,411,98,NA,NA,822,7.61201890418306,26.5398132602189,13.5561623138593,16.117295664105,"2G","Difficult",2022,2023-06-11,0.000194089503526587,5152.26213592233,0
"EA01501","Botswana","P4","D21","Botswana_Rural","Rural","Farm",134,636,141,28.9086476620287,-30.195257787127,429,30.6848984434012,2.09111109044832,4.35314442010081,7.35220096539706,"None","Easy",2022,2023-07-31,0.000252504790995755,3960.32089552239,0
"EA01502","Angola","P3","D3","Angola_Rural","Rural","Settlement",59,272,57,19.1573824128136,-6.42458830494434,1836,1.31271495483816,13.0152089889617,2.69146969076246,14.3646889685871,"3G","Difficult",2022,2023-07-13,0.000111177482602608,8994.62711864407,0
"EA01503","Comoros","P4","D5","Comoros_Rural","Rural","Settlement",69,329,64,29.6354016568512,-23.0449569621123,1016,54.651097380087,0.18074391423704,2.51846202649176,4.02005775365978,"3G","Moderate",2022,2023-04-22,0.000130021123721695,7691.05797101449,0
"EA01504","DRC","P6","D2","DRC_Urban","Urban","Formal",177,872,166,21.8600347870961,-14.3819146370515,-21,42.1106830507859,6.92468523979187,2.42647451348603,3.14798581413925,"3G","Easy",2022,2023-04-27,0.000333532447807825,2998.20903954802,0
"EA01505","Eswatini","P1","D24","Eswatini_Urban","Urban","Formal",168,771,160,27.7133635012433,-29.4523021089844,991,0.132837153312955,13.5125890463115,2.42597917421204,1.35000473824636,"None","Easy",2022,2023-06-25,0.000316573170800647,3158.82738095238,0
"EA01506","Lesotho","P6","D8","Lesotho_Rural","Rural","Settlement",87,439,92,21.5309992386028,-12.096603657119,1002,23.861815430105,11.0485153920473,1.29167865496129,8.01149876089767,"None","Moderate",2022,2023-08-03,0.00016393967773605,6099.80459770115,0
"EA01507","DRC","P6","D3","DRC_Rural","Rural","Settlement",67,309,67,26.1279538180679,-26.2269832356833,1339,43.5473937985903,10.9040630232067,11.6235224188283,24.0821844978694,"3G","Moderate",2022,2023-02-05,0.000126252395497877,7920.64179104478,0
"EA01508","Angola","P6","D15","Angola_Urban","Urban","Formal",172,601,163,27.5101290503517,-14.994828265626,853,6.76395628834143,1.49843026094651,5.03392758758223,16.9942884861608,"3G","Easy",2022,2023-11-28,0.000324110627248282,3085.36627906977,0
"EA01509","Lesotho","P6","D19","Lesotho_Rural","Rural","Village",64,278,66,34.2102072527632,-11.8295598891564,612,45.2738071305162,13.2105251956255,6.78743381032205,3.407345181891,"3G","Easy",2022,2023-10-04,0.000120599303162151,8291.921875,0
"EA01510","Comoros","P3","D17","Comoros_Urban","Urban","Formal",206,874,208,27.6461848663166,-31.9926852080971,1257,18.9834027074951,3.92561127437324,6.90919309833503,7.11805305210873,"2G","Easy",2022,2023-06-05,0.000388179007053175,2576.13106796117,0
"EA01511","Botswana","P4","D14","Botswana_Urban","Urban","Formal",70,292,74,17.3645741539076,-16.1439023865387,805,33.0896652060303,6.35651867836714,15.6384755290093,16.7238312363288,"3G","Very Difficult",2022,2023-05-15,0.000131905487833603,7581.18571428571,0
"EA01512","Angola","P1","D23","Angola_Rural","Rural","Village",78,352,75,30.6699107540771,-12.2162519372068,1543,20.239638713626,17.3030360220912,0.958868059768703,22.5178608780034,"4G","Easy",2022,2023-10-24,0.000146980400728872,6803.62820512821,0
"EA01513","DRC","P7","D4","DRC_Rural","Rural","Village",129,623,131,19.5093043893576,-12.794401908759,1291,6.39421729138121,1.83440564200282,5.34704319180405,21.8878806650116,"3G","Easy",2022,2023-01-11,0.000243082970436211,4113.82170542636,0
"EA01514","Angola","P6","D13","Angola_Rural","Rural","Settlement",64,286,64,NA,NA,785,57.5264298791224,1.50670489873926,2.42277521174401,16.1096501111271,"2G","Easy",2022,2023-02-08,0.000120599303162151,8291.921875,0
"EA01515","DRC","P5","D13","DRC_Rural","Rural","Village",78,301,77,22.9994311463088,-28.5739652416669,483,40.8399976745092,6.61737532820553,3.98063051493323,25.4532005252752,"3G","Easy",2022,2023-05-10,0.000146980400728872,6803.62820512821,0
"EA01516","Eswatini","P1","D2","Eswatini_Rural","Rural","Village",99,517,93,25.6557026132941,-18.5842889687046,1201,10.5936657986604,16.0606344035807,2.19477037899196,64.3624359677487,"3G","Easy",2022,2023-05-09,0.000186552047078953,5360.43434343434,0
"EA01517","Angola","P4","D5","Angola_Urban","Urban","Informal",229,936,215,21.4661305164918,-23.7480116239749,558,17.5432216831225,4.35221737716347,1.3417315053179,2.70411897450686,"4G","Difficult",2022,2023-12-26,0.000431519381627073,2317.39301310044,0
"EA01518","Comoros","P2","D10","Comoros_Rural","Rural","Village",128,453,134,25.1953633362427,-28.0745262932032,-83,3.62026186835664,13.2032619505645,17.2932236260715,0.990735386579592,"3G","Moderate",2022,2023-03-04,0.000241198606324303,4145.9609375,1
"EA01519","Eswatini","P8","D23","Eswatini_Urban","Urban","Informal",106,515,103,24.6184267941862,-21.6374421748333,897,5.37746808258817,9.05314691322756,0.0451479479670525,10.8059686090084,"3G","Difficult",2022,2023-08-11,0.000199742595862313,5006.44339622641,0
"EA01520","DRC","P7","D21","DRC_Urban","Urban","Formal",212,871,216,28.7033795379102,-24.9800760578364,513,14.0108113769518,4.28951885551214,0.371864358894527,31.4418929253623,"3G","Moderate",2022,2023-04-26,0.000399485191724627,2503.22169811321,0
"EA01521","Angola","P2","D23","Angola_Rural","Rural","Village",75,312,72,33.8994999369606,-19.3161217146553,791,47.6227952560817,0.911048232589632,3.29568053828552,2.34200141625479,"4G","Difficult",2022,2023-01-26,0.000141327308393146,7075.77333333333,0
"EA01522","Botswana","P5","D5","Botswana_Rural","Rural","Settlement",51,203,52,26.8946965923533,-17.9454682464711,492,33.9106387448239,18.8315721581367,4.12865038982988,9.97173664625734,"2G","Difficult",2022,2023-04-05,0.0000961025697073394,10405.5490196078,0
"EA01523","Botswana","P2","D23","Botswana_Urban","Urban","Formal",232,657,221,30.5352881643921,-29.6561412839219,885,62.8110317016178,22.3962221095774,1.59022666089203,12.8021543885799,"3G","Moderate",2022,2023-10-31,0.000437172473962799,2287.42672413793,0
"EA01524","Comoros","P6","D12","Comoros_Rural","Rural","Village",69,372,64,32.9318788461387,-23.6011768993922,1173,8.22086045518517,9.24915700177562,3.15442036371678,61.7057542564506,"None","Easy",2022,2023-06-17,0.000130021123721695,7691.05797101449,0
"EA01525","Angola","P8","D6","Angola_Urban","Urban","Informal",99,434,101,32.5444017956033,-19.2692262865603,982,6.08645941829309,1.07479741796851,7.69737985237532,24.9004282324079,"4G","Difficult",2022,2023-02-14,0.000186552047078953,5360.43434343434,0
"EA01526","DRC","P3","D19","DRC_Rural","Rural","Settlement",45,180,45,30.6948239356279,-25.7619227608666,925,35.7915369307107,5.97229363396764,2.27477174717933,14.6315632474827,"None","Easy",2022,2023-03-29,0.0000847963850358877,11792.9555555556,0
"EA01527","Botswana","P5","D25","Botswana_Rural","Rural","Village",67,289,66,15.8530337968841,-26.2991865351796,696,20.5334338765838,8.64758545837497,0.788770961646094,2.6289751008153,"None","Moderate",2022,2023-10-25,0.000126252395497877,7920.64179104478,1
"EA01528","Eswatini","P4","D8","Eswatini_Rural","Rural","Village",101,300,105,22.7919134497643,-24.12660949165,1432,15.9992529544979,1.37279900722206,7.44520573834789,3.49013251019642,"None","Moderate",2022,2023-05-17,0.00019032077530277,5254.28712871287,0
"EA01529","Angola","P7","D1","Angola_Rural","Rural","Farm",110,513,103,22.7696886984631,-27.2177943540737,626,7.95279990038095,2.83462651073933,0.818114876747131,0.574390534311533,"2G","Moderate",2022,2023-03-02,0.000207280052309948,4824.39090909091,0
"EA01530","Comoros","P2","D14","Comoros_Rural","Rural","Settlement",132,513,132,30.6607116619125,-13.4740146785043,-78,87.0446023944408,2.04440388362855,6.02002359499179,24.7665287262265,"2G","Moderate",2022,2023-03-26,0.000248736062771937,4020.32575757576,0
"EA01531","Angola","P6","D17","Angola_Rural","Rural","Village",122,491,122,31.5968683315441,-20.8095047622919,1078,18.1267030627942,1.84980306164758,9.09130036366951,15.9750125085222,"None","Moderate",2022,2023-03-28,0.000229892421652851,4349.86065573771,0
"EA01532","Lesotho","P5","D8","Lesotho_Rural","Rural","Village",95,508,100,18.0377817479894,-18.3262506476603,230,15.250382409431,8.39469500853662,4.30524555479592,5.53593744333259,"2G","Difficult",2022,2023-02-03,0.000179014590631319,5586.13684210526,0
"EA01533","Botswana","P8","D16","Botswana_Urban","Urban","Informal",192,1009,199,21.9227905664593,-11.4754218538292,584,3.32483782939844,11.1627934682639,2.47636980460745,9.5458127791062,"3G","Easy",2022,2023-12-31,0.000361797909486454,2763.97395833333,0
"EA01534","DRC","P7","D7","DRC_Rural","Rural","Village",35,121,35,21.1055469885468,-17.5967280450277,739,30.9829220165241,15.2930951482596,2.54659177968279,4.65430653733531,"4G","Easy",2022,2023-12-12,0.0000659527439168016,15162.3714285714,0
"EA01535","DRC","P7","D7","DRC_Rural","Rural","Village",84,301,83,28.1305828690529,-23.0601592268795,1242,0.759113705857693,4.41767804856414,3.4128174954094,4.14642818039283,"2G","Moderate",2022,2023-08-21,0.000158286585400324,6317.65476190476,0
"EA01536","Lesotho","P4","D20","Lesotho_Rural","Rural","Village",73,304,66,17.7008346514776,-18.4556107386015,375,32.7310167941007,34.269018693078,1.994222428184,5.24752764031291,"2G","Moderate",2022,2023-12-23,0.000137558580169329,7269.6301369863,0
"EA01537","Angola","P3","D20","Angola_Rural","Rural","Farm",88,396,87,31.5538523998111,-5.96395326545462,254,12.7121940837242,3.40053669642657,3.34208177402616,23.7391499087226,"3G","Moderate",2022,2023-12-14,0.000165824041847958,6030.48863636364,0
"EA01538","Botswana","P6","D19","Botswana_Rural","Rural","Village",68,238,67,18.0546164279804,-26.9552731956355,962,25.8241032239723,4.40626897051236,1.12789273029193,17.2333227138253,"3G","Moderate",2022,2023-02-27,0.000128136759609786,7804.16176470588,0
"EA01539","Botswana","P2","D12","Botswana_Rural","Rural","Farm",61,285,65,20.0744789419696,-26.1026368150488,1212,67.4520917771512,3.30199145246297,2.56499865092337,6.1270107570654,"3G","Moderate",2022,2023-09-17,0.000114946210826426,8699.72131147541,0
"EA01540","Angola","P2","D19","Angola_Urban","Urban","Formal",129,620,134,17.5785904144868,-25.7419561943971,1002,8.15989460097626,7.02236444647324,2.37232251791283,29.2655288042936,"3G","Moderate",2022,2023-12-19,0.000243082970436211,4113.82170542636,0
"EA01541","Botswana","P3","D23","Botswana_Rural","Rural","Settlement",75,359,72,18.5222239559516,-11.1754827830009,1409,29.2724823801521,26.6358287806127,2.49964754097164,1.51857075054341,"2G","Easy",2022,2023-11-12,0.000141327308393146,7075.77333333333,0
"EA01542","Lesotho","P6","D22","Lesotho_Urban","Urban","Informal",172,665,174,22.4857052695006,-20.3570003504865,951,10.260775918141,1.53552731033415,7.11273036576717,15.8237617642837,"3G","Moderate",2022,2023-06-03,0.000324110627248282,3085.36627906977,0
"EA01543","Comoros","P2","D5","Comoros_Rural","Rural","Settlement",79,273,76,29.8202263191342,-29.500141479075,868,6.51232316996335,6.34792069438845,0.939569612964988,19.8846527555244,"3G","Difficult",2022,2023-03-19,0.000148864764840781,6717.50632911392,0
"EA01544","Comoros","P7","D19","Comoros_Urban","Urban","Formal",184,592,182,23.6379856010899,-34.3031126796268,899,42.2579007667905,1.14298883606611,10.3984078292953,18.6994457517968,"None","Easy",2022,2023-11-14,0.000346722996591185,2884.14673913043,0
"EA01545","Botswana","P2","D6","Botswana_Rural","Rural","Village",82,301,77,20.795265622437,-20.4455954604782,759,21.6993123376942,1.14419467926509,9.1926845158906,8.46825839253142,"2G","Difficult",2022,2023-06-18,0.000154517857176506,6471.74390243903,0
"EA01546","DRC","P1","D17","DRC_Rural","Rural","Village",75,340,73,NA,NA,914,5.16815434675664,23.1467495065957,4.75246516098507,4.82310076011345,"3G","Difficult",2022,2023-08-24,0.000141327308393146,7075.77333333333,0
"EA01547","DRC","P3","D7","DRC_Rural","Rural","Village",130,517,135,24.541030456312,-10.2529458841309,1147,19.9616109696467,11.7986018392713,2.43675543392558,31.1763026273314,"2G","Difficult",2022,2023-07-12,0.00024496733454812,4082.17692307692,0
"EA01548","DRC","P3","D23","DRC_Rural","Rural","Settlement",131,671,127,25.9937405632809,-16.0575124784373,364,17.7597883847572,10.0921488828481,3.76506807727224,2.54262707429007,"3G","Easy",2022,2023-06-21,0.000246851698660029,4051.01526717557,0
"EA01549","Botswana","P2","D5","Botswana_Rural","Rural","Farm",72,276,76,18.0693763541058,-11.369193517603,841,35.4180842617011,1.69104558881372,13.2825834204661,19.5128454867037,"3G","Easy",2022,2023-04-01,0.00013567421605742,7370.59722222222,0
"EA01550","Comoros","P1","D7","Comoros_Rural","Rural","Farm",107,471,107,17.037560492754,-14.2933343700133,772,1.21160577721505,6.74564518034458,0.289708808995783,1.4019039273262,"3G","Easy",2022,2023-05-17,0.000201626959974222,4959.65420560748,0
"EA01551","Lesotho","P7","D21","Lesotho_Rural","Rural","Settlement",86,339,81,24.9896749388427,-29.2831235565245,726,38.4889963527626,11.6976049072565,19.1015374246536,12.9988606036782,"4G","Moderate",2022,2023-01-13,0.000162055313624141,6170.73255813954,0
"EA01552","Comoros","P5","D2","Comoros_Rural","Rural","Settlement",100,394,95,19.3777443794534,-18.8038417883217,276,30.0679931872267,3.40292842593044,7.68949648323369,23.0658985475514,"4G","Moderate",2022,2023-06-15,0.000188436411190862,5306.83,0
"EA01553","Angola","P5","D5","Angola_Urban","Urban","Mixed",234,1094,239,23.8405800890177,-13.9751542243175,895,3.2269985045324,22.4143341729853,1.35093501070514,17.4955901310997,"3G","Easy",2022,2023-11-26,0.000440941202186616,2267.87606837607,0
"EA01554","Comoros","P4","D12","Comoros_Rural","Rural","Village",124,592,120,25.2667812258005,-21.6673709824681,575,27.4711697584692,1.4342097373077,4.18267023728645,25.1343239551846,"3G","Very Difficult",2022,2023-12-14,0.000233661149876668,4279.70161290323,0
"EA01555","Angola","P5","D22","Angola_Urban","Urban","Formal",137,625,132,18.5926721943542,-31.4736323198304,743,8.44075947534293,8.02750202785146,4.06536582777711,28.6061142558668,"3G","Easy",2022,2023-05-23,0.00025815788333148,3873.59854014599,0
